,Wavelength (nm),Mean Curve (s.u.),Std (s.u.),Correction Value,Mean Corrected (s.u.),Std Corrected (s.u.),Transmittance,Std Transmittance,Absorbance,Std Absorbance
1573,634.947,204.9176,8.324237889440694,1.463350359370168,253.60330000000005,12.181276506995808,1.0,0.06290728511834015,0.0,0.027320286798409674
1574,635.119,210.2497,11.754134864378578,1.5088109282693638,271.97690000000006,17.734767135726337,1.0,0.08589164039440629,0.0,0.03730226546490909
1575,635.291,214.8662,7.50522064698967,1.5429065400433013,284.4143,11.57985402070838,1.0,0.05364491368204813,0.0,0.023297689994289755
1576,635.463,229.92459999999997,8.858336753589807,1.5881824304523744,308.9126,14.068654795081855,1.0,0.05965283274234417,0.0,0.025906896089897692
1577,635.635,237.38780000000003,7.988011865289139,1.5957292850913254,325.49670000000003,12.746704463098864,1.0,0.051632008550533015,0.0,0.022423496403078
1578,635.807,252.74950000000004,7.706369641407038,1.5558251255593765,331.98990000000003,11.989763514949072,1.0,0.047264480234157503,0.0,0.020526702955719917
1579,635.979,260.19179999999994,9.966389103381433,1.4902155614372843,324.24899999999997,14.852068133197994,1.0,0.0597097203265196,0.0,0.025931602053793888
1580,636.151,266.5784,7.46313203956623,1.4093908653289025,315.0021,10.518470123308106,1.0,0.04357505457798406,0.0,0.018924405751851506
1581,636.323,263.6708,5.746067190696607,1.3640944445138037,305.9331,7.838178332632281,1.0,0.033635246904840155,0.0,0.014607602128225507
1582,636.495,257.4667,7.615595683201677,1.4057905500661687,296.0571,10.705932444569626,1.0,0.04671813508689272,0.0,0.020289428273048204
1583,636.667,249.74009999999998,13.327326471952272,1.4664768896193092,310.79470000000003,19.54421627152965,1.0,0.08247593288837153,0.0,0.03581884254324268
1584,636.839,252.7264,7.687264522572385,1.5522652727550044,326.6868,11.932673760870692,1.0,0.04753302170157499,0.0,0.020643329033181532
1585,637.011,254.4293,10.71789460715117,1.5149226331441557,339.16299999999995,16.236781120026997,1.0,0.06376808321555984,0.0,0.027694126662065003
1586,637.183,264.2875,4.69681452156672,1.5403163256570498,359.8487,7.234580086152325,1.0,0.02683321213599345,0.0,0.011653515962401323
1587,637.355,269.513,7.590658324546029,1.5983850267379678,388.56739999999996,12.132794609038282,1.0,0.04204991622833916,0.0,0.018262046582461694
1588,637.527,287.4714,9.052905359054622,1.57035886516624,402.0929,14.216310186102387,1.0,0.04734708085126751,0.0,0.020562575947932593
1589,637.699,290.8889,7.764306504125151,1.5386855071717016,400.1564,11.94682589113635,1.0,0.04004733321055766,0.0,0.017392335828286025
1590,637.871,284.2468,8.999499128284869,1.5841173246709395,404.3686000000001,14.256262482477078,1.0,0.047385318995558236,0.0,0.02057918256299628
1591,638.043,299.4446,13.732423116114653,1.5921128581207888,412.3592999999999,21.86356741632129,1.0,0.07010205971272046,0.0,0.03044493770328675
1592,638.215,306.45050000000003,7.091487393347047,1.550346356331394,414.0448,10.99426164124561,1.0,0.035221750990877494,0.0,0.015296612098308486
1593,638.387,310.4743,9.60000964634933,1.5254345844599946,430.61019999999996,14.64418672569083,1.0,0.04596322901019016,0.0,0.019961576729581047
1594,638.559,327.9794,9.671445002687031,1.5756101814535357,462.57519999999994,15.238427215601604,1.0,0.0442126067668388,0.0,0.01920129114939646
1595,638.731,340.70859999999993,11.679950720786463,1.5706304492177856,486.55100000000004,18.34488624743044,1.0,0.05095878240045459,0.0,0.02213111800102597
1596,638.903,350.1446,9.1854050231876,1.616993943612336,514.8098,14.85274429212068,1.0,0.03899430744850388,0.0,0.016935012550524105
1597,639.075,364.9369,7.964095986990611,1.6878416803378662,564.6222,13.442133153054291,1.0,0.03229613677387431,0.0,0.0140260339876863
1598,639.247,372.8999,12.516384968911751,1.646560420714355,570.7777,20.60898410023416,1.0,0.04929821216137953,0.0,0.02140994150938291
1599,639.419,392.2579,5.736682359168931,1.5888269341752383,561.6249,9.114595445055546,1.0,0.021846361878881934,0.0,0.009487754413659979
1600,639.591,390.0947,5.928718041027084,1.5719879899102622,557.9534,9.319873556058873,1.0,0.022583104771661804,0.0,0.009807717786575715
1601,639.763,386.7317,11.804991495549666,1.540188846493465,542.6360999999999,18.181916234395803,1.0,0.04532628397398879,0.0,0.019684955015083123
1602,639.935,386.98409999999996,8.852593941325898,1.4902848759819807,517.4743,13.192886863967699,1.0,0.034253293455701515,0.0,0.014876016334823933
1603,640.107,390.51210000000003,12.594796778431949,1.5425641823538527,523.4744,19.428282394434817,1.0,0.049169585878664976,0.0,0.02135407982457225
1604,640.279,390.6963,10.09653398003492,1.5404679832967223,541.1054,15.553387338511222,1.0,0.038652712078807286,0.0,0.016786659566421173
1605,640.451,404.94689999999997,13.8338685439034,1.5552227786542998,584.3394999999999,21.514747476387758,1.0,0.050226358856580174,0.0,0.021813030497505288
1606,640.623,415.3238,6.675287990791109,1.6042162872888577,602.4761000000001,10.70860571717081,1.0,0.02396354680507356,0.0,0.010407236144273746
1607,640.795,424.2236,13.49609157645279,1.596043635638871,621.4073,21.540351066596852,1.0,0.04704983890012819,0.0,0.020433485408762633
1608,640.967,427.0667,8.187028912248937,1.6158943797247403,642.0968,13.229374005947012,1.0,0.028142550962903655,0.0,0.012222154589870101
1609,641.139,438.1469,9.062188537544333,1.549688416715219,639.9522,14.043568606721884,1.0,0.03015554086173379,0.0,0.013096384995059015
1610,641.311,455.77430000000004,10.221444438532155,1.5857347013593155,662.6575999999999,16.208499144196622,1.0,0.033184843981767874,0.0,0.014411994624102122
