,Wavelength (nm),Mean Curve,Std,Correction Value,Mean Corrected,Std Corrected,Transmittance,Std Transmittance,Absorbance,Std Absorbance
2440,784.268,46.37326,12.557536952858232,2.554518312743428,82.42981,32.07845810902866,1.0,0.47410425511318904,0.0,0.20590086184250952
2441,784.44,40.635090000000005,14.17015251219619,2.1909093832001747,77.68211,31.04552010034816,1.0,0.5303983201113582,0.0,0.2303490636351174
2442,784.612,37.661629999999995,13.867064194057082,1.7574550690558837,66.18862255240712,24.37074226076896,0.7834313724266556,0.40794477055219863,0.1059990411632186,0.22614381936650668
2443,784.785,41.71772,11.310816036502406,1.902826457954173,79.38158138152396,21.52252001530913,0.9096078987585091,0.3487727894704907,0.041145777022674204,0.16652240829457912
2444,784.957,31.890620000000002,19.955336381118713,2.154697374341672,68.71463518012801,42.99771090450133,0.7262009294462489,0.6426401991854893,0.13894319958021986,0.3843221359800288
2445,785.13,46.886880000000005,14.078916877075452,2.3496646695853314,86.25282999999999,33.08073357209284,1.0,0.487094921439597,0.0,0.21154263654431488
2446,785.302,30.768099999999997,7.209303353584172,2.008418592806747,61.79522410533727,14.479298896522485,0.7946499734239415,0.26331978560173136,0.0998241267966167,0.14391031735650697
2447,785.475,31.654888,16.27730489797669,2.3239275909553756,66.06960999999998,37.827277958801105,1.0,0.7695529108521284,0.0,0.3342125827156644
2448,785.647,35.313280000000006,10.360862323938102,2.217842076387423,65.68971,22.978756409687104,1.0,0.4565610398745185,0.0,0.19828194026951387
2449,785.82,21.149225,16.375727922219063,2.093137894300564,44.268244282588846,34.27665666075256,0.9638882333601044,1.0554747130417343,0.015973321334762286,0.47556016122793776
2450,785.992,31.536669,10.572473584211453,1.9903868539513143,62.77017139501394,21.04331243576201,0.8393828112068323,0.39795673417872757,0.07603992847031915,0.2059017785241178
2451,786.165,31.621067000000004,15.511748953963927,1.9991235691313427,63.21442032078133,31.00990293231774,0.926878903634814,0.6430166852160023,0.032977002552976,0.30128919437684887
2452,786.337,33.605520000000006,12.626913631509483,2.58711350811255,60.484669999999994,32.66725882184868,1.0,0.6579353136268354,0.0,0.28573767615741996
2453,786.51,28.505872000000004,17.947861139782535,1.9447943690547465,55.43805935059537,34.90489928122558,0.8465266889034602,0.7537616244105082,0.07235934510285047,0.3867031228229207
2454,786.682,35.585055999999994,16.106212837927607,2.4927396909593194,70.01176000000001,40.148596012140686,1.0,0.7305532338438621,0.0,0.3172752381949652
2455,786.855,25.4677,12.936272631326228,1.9005263092461615,48.402033885988466,24.585726479416564,0.6736636673097073,0.4839244413278387,0.17155687481209203,0.31197424579255745
2456,787.027,35.840979999999995,10.557349954491421,1.8743757090761675,67.17946230148473,19.788440306915103,0.8593244911165083,0.3579704923701371,0.06584281045216003,0.18091490598452237
2457,787.2,43.339029999999994,10.669615176101715,2.4436759531416516,91.19415000000001,26.07308203511499,1.0,0.37729606599616305,0.0,0.16385759950593873
2458,787.372,33.60297,9.36067234519508,2.2563322486399584,75.81946486108106,21.12078688141589,0.8502197092353784,0.3349465783706941,0.0704688317225128,0.17109160036949486
2459,787.544,24.980355,11.560838560512167,2.082009138160379,52.00932738449031,24.069771527783214,0.6382800870174449,0.4177505439786656,0.19498870442393387,0.28424317122250686
2460,787.717,39.40298,12.482247470051217,1.7010668515778287,67.02710313138415,21.23313740449534,0.8026642363125542,0.359594160897231,0.09546608711432987,0.19456424335004957
2461,787.889,42.66417,19.264918852621726,2.2181012689879736,71.85212999999999,42.731540953950585,1.0,0.7467138099581588,0.0,0.3242936872257818
2462,788.062,47.87035,10.668793392155461,1.8355719181322931,71.57652999999999,19.583337550995935,1.0,0.3528842911513553,0.0,0.1532557003973741
2463,788.234,33.00602,9.336309368781649,2.763421544061487,67.14872,25.80015845171431,1.0,0.4771182704343483,0.0,0.20720983206486085
2464,788.407,30.132193,11.014939119733755,1.9674581756275689,49.701350000000005,21.671432025160115,1.0,0.5689942450689321,0.0,0.24711106086814374
2465,788.579,41.918099999999995,7.810593597928393,2.199460421435825,59.49947999999999,17.17909148656354,1.0,0.3436305457041524,0.0,0.14923684981271654
2466,788.752,36.24548,13.901860379373693,2.0563184687959577,74.5322499343745,28.586652248728903,0.9949920813459834,0.5397015796440316,0.0021803755773179977,0.23556912894904566
2467,788.924,35.30174,13.760667927698858,2.5001586280566706,85.62237999999999,34.40385264725901,1.0,0.559817560582738,0.0,0.24312567743362246
2468,789.097,36.666636999999994,14.560897041800722,2.4360142312104545,89.32044954262778,35.47055241301677,0.9732367722417073,0.5465760018949694,0.011781490287914146,0.24390256136435154
2469,789.269,39.362947000000005,16.531009657491616,2.348702492473657,89.00851999999999,38.82642358565665,1.0,0.6055153653730712,0.0,0.2629719818891561
2470,789.442,29.715599999999995,15.088545471316975,2.2889770082775,68.01832518717087,34.53733367219415,0.8173907982166799,0.5869587949837015,0.08757025567044144,0.311861800159915
2471,789.614,41.77999,14.17319215240166,1.9965189763463316,74.12478000000002,28.297047087672823,1.0,0.510697415625123,0.0,0.22179306952824246
2472,789.787,35.99188,13.52113942453076,1.6933010747622668,60.94508908671454,22.895359919568396,0.8074037682856522,0.4289577599565013,0.09290922799748301,0.23073212615076505
2473,789.959,49.957600000000006,15.06855074862875,2.8681706038728545,76.48965000000001,43.219174300183276,1.0,0.6405005722855839,0.0,0.2781658641995039
2474,790.132,48.40196999999999,12.021672255227223,2.091085164014961,77.04436000000001,25.138340499555923,1.0,0.4100605596349536,0.0,0.17808703829561964
