Wavelength (nm),Curve-1_E (s.u),Curve-2_E (s.u),Curve-3_E (s.u),Curve-4_E (s.u),Curve-5_E (s.u)
757.69,95.6286,86.7596,73.9476,72.6544,84.4854
757.861,65.46,74.5728,57.8314,92.2228,89.9637
758.031,60.1169,77.7615,86.494,86.6105,74.0642
758.202,81.0522,50.5641,73.7707,88.3855,57.1274
758.372,73.3286,117.233,83.4036,85.2939,80.1895
758.543,87.4574,89.1483,81.9132,99.0869,82.2477
758.713,87.8907,87.8007,62.748,89.2164,100.474
758.884,97.0997,120.829,80.8897,89.1824,107.884
759.055,88.8766,96.266,79.3992,63.1319,52.3087
759.225,91.1321,101.008,101.949,94.5926,83.0673
759.396,98.1392,76.6858,78.696,80.5937,105.736
759.566,87.2189,84.9864,91.9937,96.747,119.432
759.737,127.487,96.2028,93.216,95.4852,97.141
759.907,83.051,103.007,110.766,92.2599,112.897
760.078,98.2523,142.691,147.245,108.924,125.314
760.248,101.316,124.548,145.615,109.828,117.591
760.419,128.58,103.269,125.833,122.713,115.018
760.589,103.944,127.93,91.489,117.144,116.649
760.76,120.234,83.303,89.6868,96.6643,112.049
760.931,88.4642,81.5044,79.2283,73.223,116.685
761.101,88.1347,60.6092,85.3809,96.6811,79.5955
761.272,82.263,93.6907,65.7991,87.2041,102.221
761.442,57.7416,55.0913,72.3279,62.3288,56.0502
761.613,65.1513,47.3076,59.494,54.1895,85.5203
761.783,47.3928,43.2717,58.4073,46.1894,60.2094
761.954,25.8732,47.5385,48.5224,58.4523,37.9755
762.124,47.0623,64.4242,32.2377,81.5802,40.2482
762.295,58.5541,67.8994,49.1926,45.6669,28.0233
762.465,43.6623,43.8806,59.531,31.8205,52.93
762.636,84.6372,31.0232,64.2503,30.3162,58.016
762.807,54.7374,57.1538,97.7652,67.8164,52.6485
762.977,45.5172,57.8481,63.2608,54.205,54.4407
763.148,55.1513,70.4419,49.752,56.4965,80.272
763.318,42.6829,63.8814,30.6479,33.3499,52.7356
763.489,40.0631,33.6429,53.0694,30.3609,34.6492
763.659,41.4635,54.5539,42.3169,36.553,55.5584
763.83,54.4653,46.9191,50.1513,39.5724,43.1329
764.0,69.7529,62.2176,47.7484,35.7068,49.217
764.171,77.0716,57.2645,57.1786,69.5299,72.364
764.341,60.967,90.9042,45.8327,44.8437,104.205
764.512,78.8762,64.5233,50.2766,57.8601,59.5958
764.682,74.1474,62.3942,45.153,60.9505,67.1648
764.853,64.1353,80.0023,75.444,93.1206,91.4989
765.024,66.3985,72.1827,62.4,79.3238,75.463
765.194,92.4268,94.1053,88.4303,112.809,94.3988
765.365,76.9066,88.2531,101.928,61.1553,114.567
765.535,102.211,94.558,96.3463,129.32,81.4149
765.706,98.7676,95.6068,82.4956,93.0467,104.459
765.876,82.1568,68.8557,83.0107,66.2878,87.1301
766.047,97.1999,97.3727,83.0168,69.2362,78.5076
766.217,66.5049,65.5354,87.3834,50.1095,61.3182
766.388,81.1647,68.0456,106.295,54.46,78.2316
766.558,76.8407,86.8915,71.2216,104.102,59.8048
766.729,79.1989,73.2512,93.7704,75.2318,69.7733
766.899,57.7536,68.1968,78.4372,57.2148,54.8029
767.07,59.0977,82.9141,32.8449,58.1755,67.9784
767.24,90.3897,57.2651,69.4487,83.3469,77.8702
767.411,104.513,81.3373,42.2925,76.0651,48.0356
767.581,62.6992,55.1787,80.4059,64.8358,79.6497
767.752,82.392,65.2513,70.9617,86.0676,85.1772
767.922,73.9288,85.1951,48.6842,51.5042,109.721
768.093,84.2228,63.2568,94.6696,100.942,85.0881
768.263,80.4858,74.0782,58.6454,75.7045,66.735
768.434,82.9217,73.4318,88.7795,93.5314,88.0216
768.605,90.8676,69.0297,90.9518,106.886,110.618
768.775,103.635,102.985,109.901,116.607,109.142
768.946,112.315,85.3284,116.268,107.884,110.474
769.116,118.925,123.303,115.137,112.176,118.633
769.287,126.526,126.257,101.805,128.679,122.358
769.457,135.428,123.143,134.733,85.2563,101.415
769.628,99.5666,115.231,93.4236,133.994,129.598
769.798,145.201,109.684,107.709,120.626,91.0674
769.969,99.2517,121.867,114.848,95.1998,136.974
770.139,108.617,114.929,105.602,91.034,121.868
770.31,140.076,119.753,115.467,124.089,124.739
770.48,127.153,92.8197,80.3927,99.8838,117.183
770.651,122.808,102.923,111.731,101.087,92.8821
770.821,116.875,101.14,110.768,89.2451,74.8142
770.992,78.2861,100.953,93.1408,83.1663,110.267
771.162,98.5092,84.566,86.4867,96.7699,104.846
771.333,83.0422,71.8104,73.345,91.0703,101.504
771.503,90.5049,110.591,97.6315,97.7695,63.9444
771.674,100.494,99.8047,79.7671,103.45,144.536
771.844,97.1197,94.453,82.6209,84.7284,96.4223
772.015,112.746,101.814,88.0164,111.379,132.516
772.185,74.8178,80.0119,95.2784,67.1853,89.8089
772.356,113.523,122.264,123.421,85.4267,85.7021
772.526,118.468,99.7317,88.3295,103.768,119.736
772.697,131.262,121.519,129.364,109.835,112.078
772.867,95.5378,125.995,94.4215,108.76,120.082
773.038,106.67,128.102,118.597,113.597,129.295
773.208,98.4315,93.7527,93.3428,108.147,101.294
773.379,116.363,106.859,121.206,135.303,125.22
773.549,109.142,116.372,145.0,99.0024,102.467
773.72,129.075,163.887,151.101,143.255,125.966
773.89,124.942,121.386,116.973,143.191,122.218
774.061,158.089,136.392,136.799,121.641,141.662
774.231,146.77,123.861,200.384,137.3,163.767
774.402,165.19,187.431,161.203,164.981,134.598
774.572,143.569,184.682,158.114,163.894,152.106
774.743,173.54,162.266,168.739,158.782,169.985
774.913,172.847,161.987,182.182,166.581,163.642
775.084,196.04,139.451,171.414,202.705,156.482
775.254,255.52,267.277,248.297,252.886,272.57
775.425,402.993,394.122,383.606,379.298,352.87
775.595,544.57,527.103,534.035,531.334,561.331
775.766,836.706,842.846,806.567,814.055,783.358
775.936,1242.76,1261.68,1238.27,1282.0,1180.75
776.107,1952.4,1899.9,1816.45,1908.35,1822.69
776.277,2691.83,2700.1,2794.36,2732.52,2717.53
776.448,3620.74,3698.81,3650.1,3637.44,3674.93
776.618,4414.83,4444.19,4406.18,4516.32,4533.17
776.789,5157.98,5084.59,5139.05,5074.05,5249.59
776.959,5872.3,5800.95,5754.38,5776.8,5792.78
777.13,6591.21,6622.65,6578.01,6584.78,6509.38
777.3,7618.17,7633.45,7635.13,7596.04,7488.96
777.47,8948.17,8800.2,8795.7,8826.35,8886.83
777.641,10043.7,10042.9,9916.11,9917.09,10131.4
777.811,10881.7,10689.1,10857.7,10811.9,10689.5
777.982,10527.6,10460.5,10518.5,10452.9,10553.7
778.152,9400.38,9274.49,9390.43,9419.25,9291.19
778.323,7445.82,7288.83,7317.52,7293.58,7213.74
778.493,4967.52,4965.84,5044.94,4962.7,4959.69
778.664,2860.41,2844.55,2821.68,2829.75,2804.64
778.834,1293.2,1288.57,1320.43,1310.95,1326.33
779.005,559.398,536.432,557.336,577.93,572.819
779.175,286.957,301.173,296.195,311.851,308.814
779.346,225.675,250.689,238.216,219.174,206.552
779.516,184.97,176.974,157.741,227.064,230.733
779.687,155.386,168.733,158.751,171.857,189.301
779.857,148.073,167.289,130.525,149.084,166.549
780.028,154.692,145.05,124.611,142.324,145.983
780.198,143.954,99.8997,139.781,136.58,136.896
780.369,101.22,95.2789,120.199,112.768,100.023
780.539,79.5999,140.598,116.659,108.816,116.711
780.71,101.175,107.468,128.659,93.7367,85.6049
780.88,71.6893,119.8,131.687,91.2899,98.3691
781.05,93.0762,72.7133,95.2044,119.906,78.754
781.221,79.964,93.4656,65.576,120.366,74.101
781.391,113.339,109.017,85.2342,97.7437,83.1618
781.562,94.6226,102.673,97.1908,99.0583,96.8223
781.732,107.73,60.0201,74.1277,104.066,93.3296
781.903,71.2343,58.7251,69.9497,58.9613,66.1514
782.073,61.3616,100.599,70.0003,119.431,55.8024
782.244,76.6213,83.4505,44.1626,109.662,72.7859
782.414,87.1081,81.813,88.834,37.8762,84.1341
782.585,52.6184,54.6883,66.9453,55.3781,66.1432
782.755,35.6963,63.0991,32.1885,54.1903,35.7519
782.926,42.3107,83.8333,44.0474,68.7596,59.4608
783.096,72.7954,39.697,16.5045,76.8982,47.7903
783.267,57.3871,51.0692,82.9759,50.907,53.9063
783.437,31.6224,42.5762,51.1331,34.871,78.2977
783.607,66.6404,54.4819,21.6933,49.4351,42.2293
783.778,20.3413,48.6586,49.6703,46.2801,43.9659
783.948,79.7122,60.8763,69.8959,60.2771,58.8525
784.119,47.1759,54.5789,36.932,18.8886,52.5558
784.289,72.5033,67.9103,59.5877,45.0909,45.4451
784.46,48.4021,41.588,48.374,31.2123,73.3354
784.63,28.6563,57.7234,41.9077,37.6494,30.4775
784.801,29.319,45.0854,65.5196,65.2444,56.7594
784.971,50.2332,63.382,45.334,37.5264,46.2964
785.142,41.323,71.2856,51.0374,47.2202,35.6188
785.312,56.1758,70.6208,65.432,48.365,58.4368
785.482,31.1703,40.7086,79.0285,63.8204,59.7743
785.653,38.4552,76.6757,51.6588,24.4929,34.54
785.823,56.8887,48.3907,92.1003,23.5633,46.8122
785.994,56.2303,43.3225,36.8241,48.0043,24.5616
786.164,46.4385,72.2469,51.6943,65.926,52.6459
786.335,66.652,64.3097,73.2509,41.6344,44.6325
786.505,81.7498,63.0631,80.8434,41.7007,73.8514
786.676,52.9186,81.0825,69.6993,71.1928,40.1451
786.846,65.9149,44.6156,7.24489,49.3026,55.825
787.016,60.6666,41.5426,59.3189,42.7052,61.16
787.187,52.134,45.3462,40.59,49.1745,18.5157
787.357,51.8269,39.2409,53.1316,39.085,71.4218
787.528,25.6217,35.7091,56.3131,49.8032,45.7062
787.698,52.7756,55.2966,39.3227,32.7829,79.2137
787.869,54.4479,29.6962,7.91721,34.4651,45.5535
788.039,43.468,32.5574,47.0153,82.109,0.0
788.21,52.272,21.6188,45.0632,45.6818,29.0059
788.38,53.9293,47.0129,44.4509,45.9705,28.8005
788.55,30.5518,61.4235,62.0099,42.3831,42.7458
788.721,37.7537,78.1005,31.4107,51.3935,52.2069
788.891,48.9224,66.7854,39.8596,53.1131,57.5373
789.062,64.1313,67.5634,44.6397,74.211,45.1785
789.232,61.5184,69.0109,54.7047,41.3329,45.3096
789.403,54.5068,73.3313,5.57336,47.8454,68.5829
789.573,69.4837,44.8641,54.0566,31.6066,38.3075
789.744,49.5669,46.2011,64.0318,60.124,46.8886
789.914,64.4987,43.8664,59.0019,52.3632,23.2118
790.084,37.1469,67.9003,74.8793,36.362,38.0983
790.255,66.3439,34.3037,33.0892,56.0075,50.0093
790.425,32.9617,63.4483,41.1551,29.4174,43.9975
790.596,42.7007,43.4029,91.2229,33.1984,80.7758
790.766,81.2842,96.6815,103.274,79.5669,64.3274
790.937,71.5878,18.4901,78.8869,60.2123,73.9241
791.107,74.542,67.8783,70.3433,48.8971,73.1989
791.277,74.1236,89.5673,77.7511,62.7192,52.959
791.448,62.2524,51.8673,49.7282,12.0551,56.2875
791.618,75.7257,17.8282,71.9743,70.7681,33.779
791.789,23.6656,16.9514,56.9217,80.7016,48.2273
791.959,41.5893,58.4716,45.2273,65.2987,28.2083
792.13,51.8724,56.2802,53.6664,82.2543,23.4975
792.3,64.6499,46.245,35.2518,66.6238,60.4927
792.47,48.2746,42.4393,23.9971,31.6262,95.7942
792.641,38.4617,47.5413,69.1914,67.5056,42.6936
792.811,79.6975,62.5297,73.049,85.9071,68.9293
792.982,67.944,63.916,45.3127,92.9538,52.937
793.152,88.362,41.2605,108.615,70.4932,68.0536
793.323,75.9354,63.3315,71.114,76.0362,73.1192
793.493,92.8665,66.4375,113.212,89.1638,81.0119
793.663,80.927,73.4941,94.1601,81.9765,74.7667
793.834,98.7069,92.6891,64.7871,76.8857,96.825
794.004,93.3167,51.5025,103.246,102.479,90.4773
794.175,87.4186,41.1443,97.8581,92.3005,78.3438
794.345,51.6798,71.023,78.4335,99.7171,84.7829
794.515,111.433,83.7077,82.0071,95.1774,99.4337
794.686,86.7908,67.1392,95.8664,80.1169,87.2926
794.856,63.8057,64.918,81.7001,73.6207,69.1738
795.027,52.7273,77.6929,48.7238,64.4941,51.2827
795.197,68.5859,79.9672,81.6809,64.7524,43.1609
795.368,46.0077,72.141,97.9102,39.7062,66.6317
795.538,90.1516,41.4779,67.3611,88.2556,63.0572
795.708,82.5377,72.3226,85.3711,29.9604,46.6267
795.879,79.738,93.1664,97.368,48.7486,116.237
796.049,87.7246,62.7437,60.5374,78.4501,61.1602
796.22,73.5786,66.7745,57.6482,101.316,61.2389
796.39,35.1065,89.4768,94.6665,101.275,105.156
796.56,36.0511,85.5491,44.3242,54.8917,70.6313
796.731,57.671,98.7573,28.917,62.6818,87.7942
796.901,32.6971,57.569,94.4844,63.4777,105.515
797.072,96.1575,103.692,93.0615,97.7153,65.9612
797.242,92.9486,68.6723,77.8957,61.6783,87.4839
797.412,48.6321,92.5167,97.762,98.9557,73.0202
797.583,89.0412,90.6319,46.5521,74.1593,102.004
797.753,85.6949,114.664,100.0,57.3904,137.471
797.924,90.1946,83.7757,31.0002,96.2657,63.6728
798.094,70.9223,58.03,65.7954,56.0073,75.9219
798.264,45.8607,51.9654,66.7999,88.0777,58.9121
798.435,105.699,52.0912,53.3761,45.0469,20.9019
798.605,80.1879,61.1973,35.3791,42.607,42.5475
798.776,81.8735,49.4127,47.6882,64.4127,29.8021
798.946,43.7606,70.9042,53.1448,58.3562,82.3478
799.116,60.9379,60.0178,57.2888,64.5132,56.4267
799.287,48.0774,75.7671,77.0527,67.7167,70.167
799.457,72.4064,76.0048,62.7162,41.8052,81.9605
799.628,64.1818,66.7769,73.6214,62.2245,46.5323
799.798,86.6268,75.5292,86.4787,79.0737,50.1021
799.968,84.1488,96.9437,56.4757,102.039,47.9619
800.139,60.8851,72.6988,67.3798,53.2611,65.4856
800.309,61.9294,56.8332,44.3085,83.5464,65.5187
800.48,68.1681,49.0889,75.2326,82.1556,24.7801
800.65,48.9357,76.9509,38.9168,52.6058,53.0735
800.82,62.2617,100.238,25.1681,57.6207,37.2901
800.991,111.014,84.9779,78.5404,42.8062,28.1701
801.161,51.1665,48.047,30.1295,87.1901,89.7487
801.332,69.2939,75.5733,63.8874,65.6691,44.1829
801.502,19.1287,90.8833,63.9913,81.4885,85.1068
801.672,44.4757,84.4585,46.9226,69.2374,80.767
801.843,26.3936,55.3567,52.5472,58.0303,65.3589
802.013,79.7306,79.7134,76.8973,87.6905,77.5975
802.184,59.9122,76.322,57.6005,58.8778,87.4562
802.354,93.8003,57.6423,57.4749,67.2571,81.0283
802.524,79.7174,87.6656,48.15,56.8761,90.3322
802.695,121.526,66.0055,72.7778,94.8713,112.435
802.865,129.286,93.4518,86.8783,94.0436,45.9163
803.035,83.0426,70.1998,82.8442,68.1212,79.8191
803.206,58.714,53.3297,63.3252,61.4066,82.7479
803.376,35.4846,55.256,77.0512,40.8581,55.2748
803.547,71.5344,57.0958,90.5419,69.9551,60.8432
803.717,41.8668,67.4227,66.7253,60.014,19.9884
803.887,64.0847,14.5602,25.5706,9.29078,43.8406
804.058,57.5703,33.5941,55.7784,40.0324,13.9138
804.228,33.8452,38.6076,40.0404,54.6402,28.4981
804.399,90.6185,43.0822,34.3795,38.8686,39.3598
804.569,33.1429,52.3548,53.7978,62.0389,42.746
804.739,34.8468,50.8782,62.5068,25.2201,63.7576
804.91,29.5523,53.7146,16.9697,38.1767,30.0653
805.08,72.3278,49.6174,45.6887,27.5722,57.1989
805.25,48.455,48.932,78.5746,35.4654,87.4268
805.421,29.6861,51.3385,36.5296,55.7613,66.0418
805.591,35.1036,59.4154,37.5985,70.8662,44.8263
805.762,24.5551,47.3716,88.111,53.9959,44.6929
805.932,74.9154,77.5652,69.2287,27.3814,49.7486
806.102,58.2103,88.8246,69.4979,45.0532,59.2736
806.273,70.9366,47.8262,35.63,81.3528,45.6892
806.443,74.5133,55.2262,73.7382,71.2235,58.5737
806.613,44.6256,61.6273,39.9789,55.6571,71.6244
806.784,32.3754,62.0495,90.5901,72.6238,28.4799
806.954,37.0742,24.2652,51.7544,63.032,36.4853
807.125,66.4894,43.1344,47.4347,11.6886,22.7264
807.295,59.6971,8.55767,49.4753,18.0923,29.1537
807.465,56.4483,20.0839,32.2297,35.808,51.9473
807.636,56.289,30.9758,31.9784,28.8549,29.3858
807.806,60.3382,32.0864,57.8366,51.3256,82.2204
807.976,34.7089,43.5738,42.3372,7.1013,53.8075
808.147,18.29,7.9551,38.9593,0.733639,22.768
808.317,46.2599,51.1965,58.442,50.7625,63.1781
808.487,60.4131,53.4026,37.343,13.0706,55.232
808.658,92.7068,71.5423,67.4664,60.3256,60.8689
808.828,61.5578,68.2411,57.8579,84.9621,55.2188
808.999,77.0034,25.5004,59.6245,26.2138,74.6711
809.169,43.8517,63.733,57.9086,71.908,63.8614
809.339,62.4087,79.9737,91.8997,57.7992,99.5601
809.51,106.753,86.4396,113.951,34.2681,60.6979
809.68,96.0872,78.6234,33.0505,30.4151,71.85
809.85,46.7295,66.1182,71.7897,84.1268,58.1919
810.021,58.2932,119.848,80.5193,92.8828,63.4309
810.191,87.7109,97.336,64.3134,57.6236,96.9001
810.361,68.9439,60.0404,78.5148,81.6598,34.0953
810.532,61.2359,84.9225,91.2613,68.7706,56.5107
810.702,50.456,104.669,93.4764,85.5302,86.686
810.872,52.8362,67.8916,26.0668,73.9584,107.47
811.043,61.3563,91.1953,123.574,70.1501,44.7742
811.213,51.046,66.7898,64.3623,58.0982,59.8645
811.384,71.3422,80.5598,39.6717,75.4279,65.9488
811.554,52.4668,26.146,64.0056,61.8888,32.2548
811.724,72.0584,55.775,14.7626,98.1169,51.2139
811.895,89.1827,51.4999,86.4932,72.4903,32.6796
812.065,53.6166,58.1186,60.4512,79.1812,79.768
812.235,40.3501,96.3498,75.9484,67.2248,95.3548
812.406,33.4726,55.9969,63.7549,55.6104,0.0
812.576,124.894,68.6933,60.234,30.4298,72.5105
812.746,77.7313,109.512,31.3936,96.4212,121.234
812.917,41.1128,61.4607,66.898,84.7784,101.787
813.087,50.8303,72.9873,74.7774,115.11,82.3212
813.257,112.35,46.0274,75.9482,104.323,63.3772
813.428,75.896,73.7536,100.531,84.3453,89.826
813.598,49.8187,88.7293,81.3513,33.7926,61.9962
813.768,87.4967,117.214,84.694,98.4493,43.8746
813.939,65.4344,97.0073,80.4221,60.4407,105.229
814.109,102.529,84.3309,83.0836,72.881,67.34
814.279,81.3257,61.2343,60.6038,69.5104,97.8994
814.45,66.1774,67.0651,84.9951,25.8734,63.6135
814.62,84.4374,80.3568,96.4854,71.3099,90.5525
814.79,64.7024,54.368,88.0089,67.0964,37.8192
814.961,76.151,60.1512,30.1494,0.0,83.5572
815.131,37.4405,97.0243,87.0317,71.6898,76.692
815.301,74.3315,46.2981,38.1363,48.4637,59.7822
815.472,74.612,64.8282,71.1015,39.4021,50.0668
815.642,93.1572,30.1802,75.0726,38.0546,38.0647
815.812,0.0,73.149,105.445,39.2611,36.7398
815.983,64.0947,92.2385,64.9732,41.1397,35.4406
816.153,96.7486,51.2209,42.9798,83.9253,76.3119
816.323,85.3611,63.8898,60.7243,98.639,43.1555
816.494,34.4598,48.0301,23.2625,45.7853,51.5174
816.664,90.1306,89.0669,27.1151,75.3156,108.554
816.834,70.8737,30.6936,90.3444,88.061,62.4323
817.005,98.7524,75.8298,129.826,114.047,91.5774
817.175,107.261,137.065,129.377,73.0294,118.735
817.345,110.131,55.4799,96.1694,95.8074,96.4698
817.516,84.842,94.0825,104.459,50.4689,116.391
817.686,118.924,44.4839,50.368,92.8339,87.0126
817.856,64.1672,93.6294,86.519,103.072,118.708
818.027,102.277,69.7801,73.0992,44.6358,134.832
818.197,115.653,74.5686,111.294,118.786,107.676
818.367,99.7158,97.914,82.219,94.3227,33.3065
818.538,85.9411,67.6845,55.2451,83.8231,98.9775
818.708,126.457,79.7144,77.7974,93.9424,55.6565
818.878,112.423,98.0645,94.8287,42.3327,97.7846
819.049,56.5293,105.709,69.9989,92.1564,74.9564
819.219,98.6133,121.336,114.767,129.669,81.2236
819.389,157.543,95.4807,72.8219,102.545,96.5553
819.56,105.808,89.1875,93.2893,101.627,90.937
819.73,169.655,62.8528,114.721,121.745,103.619
819.9,119.44,143.732,123.007,117.264,104.541
820.071,89.5272,123.293,85.0264,89.3628,141.878
820.241,75.3469,107.757,105.826,149.174,81.941
820.411,57.0678,122.918,96.5819,113.828,87.4299
820.582,116.908,94.6167,85.8906,86.8718,111.341
820.752,122.393,64.6155,61.3121,65.7014,87.5269
820.922,50.9171,53.7453,105.139,44.5836,110.952
821.093,69.3296,90.7003,84.6321,106.225,73.9924
821.263,118.515,89.1762,148.144,108.753,96.4716
821.433,94.3022,115.064,84.844,131.347,145.866
821.603,162.544,84.7607,167.562,117.57,103.83
821.774,141.853,109.96,137.18,121.513,177.828
821.944,174.844,120.646,131.903,169.78,128.086
822.114,166.2,205.332,173.365,174.376,180.701
822.285,160.292,193.951,155.574,156.589,168.54
822.455,210.814,226.255,226.39,242.095,221.853
822.625,258.228,235.851,200.949,242.61,199.208
822.796,207.939,234.77,182.734,187.283,195.088
822.966,205.923,260.146,184.993,250.05,202.951
823.136,217.502,203.4,173.162,220.119,208.156
823.307,187.859,187.889,194.402,189.063,155.166
823.477,156.772,153.253,154.822,165.776,178.587
823.647,162.511,148.307,128.55,160.874,121.1
823.817,171.802,143.348,112.897,165.18,141.031
823.988,180.033,82.9689,115.25,123.424,152.03
824.158,105.356,164.842,186.506,145.982,112.355
824.328,169.13,135.527,155.713,141.019,136.783
824.499,171.876,154.629,151.205,123.505,144.4
824.669,162.924,159.304,147.928,143.924,120.159
824.839,141.13,146.193,176.887,136.535,95.9149
825.01,157.711,149.667,157.141,145.085,140.774
825.18,151.785,100.55,142.433,182.993,128.932
825.35,152.286,116.437,131.977,128.655,108.983
825.52,116.071,180.673,133.855,147.413,128.378
825.691,117.158,174.272,130.502,139.628,127.968
825.861,116.884,96.2638,67.8037,68.8732,69.673
826.031,59.2953,102.643,110.932,115.681,78.2357
826.202,92.9695,94.3905,62.7679,107.52,67.615
826.372,77.6067,176.709,82.9353,71.4328,67.8005
826.542,76.6244,53.586,114.572,79.3337,127.578
826.713,66.0174,84.4715,28.3956,39.1018,154.701
826.883,141.638,119.896,15.5314,80.118,71.225
827.053,113.772,64.2496,110.167,85.7903,102.343
827.223,58.6208,86.2947,40.7532,50.8505,92.9395
827.394,35.906,80.0918,97.5766,58.9003,94.992
827.564,108.06,22.5285,85.7138,112.291,68.8905
827.734,26.099,67.9468,107.854,38.5624,82.8112
827.905,63.0233,96.8421,88.7837,110.985,85.436
828.075,75.1951,99.9548,85.8758,173.587,105.878
828.245,62.4434,157.865,64.8499,113.721,52.3865
828.415,96.9146,59.5902,130.461,61.7002,38.9948
828.586,47.6629,90.2919,114.207,119.902,76.4677
828.756,86.284,69.3998,110.037,76.8558,96.7494
828.926,63.5635,64.9652,89.0211,0.0,51.072
829.097,93.5437,32.0587,39.9835,43.4043,110.975
829.267,107.784,52.9804,79.4188,57.4459,84.4769
829.437,10.3213,121.098,42.7931,22.3513,7.80027
829.607,49.4495,75.6224,20.1459,110.315,64.721
829.778,86.3883,80.0407,102.769,19.4848,102.438
829.948,48.6564,102.286,51.1079,81.8744,73.3872
830.118,96.4612,53.4722,116.82,47.1009,121.161
830.289,99.1546,102.895,127.46,72.9972,112.249
830.459,74.6701,104.359,62.1989,114.447,144.412
830.629,87.8169,120.731,62.7007,45.7265,114.39
830.799,110.402,128.461,58.0931,63.2262,138.759
830.97,70.4071,50.9766,124.925,95.6843,53.3653
831.14,15.662,116.306,66.1886,55.3537,79.4695
831.31,114.971,32.7824,47.5669,97.7585,88.2181
831.48,109.935,61.506,91.55,60.5944,73.5491
831.651,116.009,44.393,106.362,90.5209,54.9435
831.821,37.7811,100.886,128.841,99.1652,79.7765
831.991,77.5589,72.3732,85.0064,124.699,40.4574
832.162,84.901,76.4422,67.7848,76.355,80.5585
832.332,142.688,127.564,161.721,115.943,140.786
832.502,148.176,88.484,104.52,113.982,146.272
832.672,123.123,107.056,146.424,79.6018,136.142
832.843,133.041,112.753,19.8885,59.4059,111.137
833.013,88.3756,172.342,142.678,162.263,121.493
833.183,74.4188,81.5989,111.92,111.479,153.191
833.353,135.205,144.08,73.428,61.2856,120.737
833.524,107.605,134.0,151.072,78.0101,133.219
833.694,133.689,123.394,158.722,65.0673,141.752
833.864,141.472,73.6414,145.703,115.253,107.868
834.035,92.4162,107.842,90.0033,83.7718,88.0233
834.205,137.872,64.7773,80.0322,77.1109,21.798
834.375,154.134,133.95,110.288,132.219,69.3628
834.545,108.785,36.9583,64.7742,125.042,75.2608
834.716,148.763,71.0782,68.1227,117.602,128.535
834.886,83.6539,107.501,64.5588,84.9423,130.043
835.056,120.797,105.485,131.695,157.087,105.535
835.226,114.555,99.1908,111.273,121.697,69.9891
835.397,120.712,134.658,125.808,118.646,108.691
835.567,128.827,114.25,161.583,120.059,143.653
835.737,148.216,109.056,132.236,116.599,101.531
835.907,217.111,103.797,201.99,171.192,141.806
836.078,117.146,119.339,101.14,127.741,116.876
836.248,97.4286,132.751,95.7791,108.072,79.3171
836.418,124.788,127.834,146.123,82.6618,185.822
836.588,179.143,149.804,113.566,117.377,155.856
836.759,120.93,82.0775,144.064,161.571,188.21
836.929,107.809,124.468,160.61,137.187,127.955
837.099,113.541,77.2905,108.459,160.123,147.437
837.269,63.6154,89.7374,158.512,107.644,150.499
837.44,107.663,94.4064,183.255,133.008,110.817
837.61,162.869,119.44,135.36,108.22,138.482
837.78,105.075,158.106,136.992,151.185,91.0066
837.95,119.557,123.485,164.557,148.537,155.589
838.121,138.068,111.696,215.158,203.447,115.272
838.291,135.311,169.769,144.059,151.446,101.02
838.461,99.9445,148.458,148.906,149.32,221.113
838.631,175.026,161.506,215.228,158.874,110.978
838.802,190.924,210.659,127.829,144.025,127.509
838.972,121.979,199.162,175.808,171.817,210.773
839.142,151.792,174.351,200.482,148.691,211.667
839.312,141.071,191.143,62.1939,154.805,222.319
839.483,123.486,182.648,167.996,180.878,163.228
839.653,222.661,156.156,175.376,165.986,167.027
839.823,225.096,246.119,134.612,165.502,222.994
839.993,240.648,174.584,158.906,137.775,128.046
840.164,198.706,238.713,249.107,196.439,183.993
840.334,168.992,163.967,165.374,191.128,202.136
840.504,204.236,313.272,245.879,222.774,238.32
840.674,207.547,206.134,218.417,188.048,271.549
840.845,222.934,189.001,259.981,208.005,204.546
841.015,219.084,284.986,213.62,268.646,179.639
841.185,246.508,225.074,207.396,268.765,211.627
841.355,282.535,259.124,220.293,246.356,249.263
841.526,185.668,227.235,264.364,262.057,177.105
841.696,261.869,217.307,264.609,291.647,199.174
841.866,246.649,215.83,177.817,276.44,224.299
842.036,297.925,152.838,236.616,227.905,181.406
842.206,201.417,133.062,318.715,217.425,294.571
842.377,317.393,287.581,310.063,252.854,361.904
842.547,270.599,211.342,224.713,303.137,240.912
842.717,231.408,234.54,258.003,276.792,226.493
842.887,290.257,276.876,233.371,284.263,301.854
843.058,306.243,329.666,332.967,288.227,322.509
843.228,267.562,333.685,356.455,306.886,381.148
843.398,306.388,342.204,373.556,333.875,326.58
843.568,367.97,398.165,383.797,328.292,278.105
843.739,409.906,402.712,366.559,422.566,422.742
843.909,407.154,432.995,342.874,398.125,424.755
844.079,448.843,470.044,479.166,480.572,396.304
844.249,468.675,544.676,511.202,609.082,679.254
844.419,744.231,655.517,690.198,649.922,765.667
844.59,1134.86,1066.39,1128.13,1082.73,1069.54
844.76,1923.75,1860.3,1869.45,1881.33,1857.72
844.93,3139.09,3124.15,3122.83,3098.49,3095.81
845.1,4784.44,4955.23,4944.39,4708.67,4794.56
845.271,6823.83,6865.15,7146.1,6889.09,7013.24
