Wavelength (nm),Curve-1_E (s.u),Curve-2_E (s.u),Curve-3_E (s.u),Curve-4_E (s.u),Curve-5_E (s.u)
461.985,232.952,300.908,285.323,265.71,286.943
462.156,273.698,257.064,261.261,270.325,303.76
462.328,276.882,250.119,291.676,327.193,359.963
462.5,315.782,312.384,323.133,303.378,277.876
462.672,293.162,320.448,336.024,312.505,308.488
462.843,338.961,326.015,318.976,331.289,334.129
463.015,373.116,357.519,321.912,352.562,350.041
463.187,349.459,442.264,362.157,419.051,357.852
463.358,399.226,363.971,368.57,378.46,435.128
463.53,351.821,353.418,388.899,360.71,349.878
463.702,353.31,350.077,373.993,367.416,360.096
463.873,309.141,312.199,286.663,318.952,326.179
464.045,292.498,305.985,290.886,293.561,295.976
464.217,227.907,265.22,257.149,263.703,281.25
464.388,236.694,216.139,249.864,221.511,278.543
464.56,210.336,258.286,229.547,202.7,228.219
464.732,250.746,250.875,205.142,235.173,219.455
464.903,218.684,202.868,239.384,224.577,213.864
465.075,238.369,238.554,262.945,254.593,255.942
465.247,252.54,273.133,260.71,238.012,282.752
465.419,217.364,221.856,242.795,233.832,291.566
465.59,220.388,232.703,220.279,218.523,237.452
465.762,253.244,252.454,272.781,222.693,231.719
465.934,236.309,237.912,229.952,236.881,265.697
466.105,262.584,276.677,225.98,244.903,249.155
466.277,253.674,218.65,248.106,257.705,228.942
466.449,274.563,247.229,197.782,251.504,218.157
466.62,225.183,259.841,235.489,253.614,260.621
466.792,245.36,208.611,287.0,227.484,222.561
466.964,249.844,226.475,196.979,246.649,273.909
467.135,219.991,257.53,200.731,208.585,260.26
467.307,264.68,222.99,258.248,283.733,255.941
467.479,207.624,254.379,254.13,238.784,275.617
467.65,237.844,222.513,256.12,285.009,254.815
467.822,261.231,256.032,241.699,237.034,276.788
467.994,254.33,291.741,227.981,248.219,269.153
468.165,238.651,251.328,256.368,265.225,278.637
468.337,259.108,244.439,235.083,272.126,235.677
468.509,242.107,233.616,239.606,258.541,265.2
468.68,271.97,248.573,266.103,214.851,243.145
468.852,279.408,251.342,266.394,236.912,274.645
469.024,225.607,241.859,248.671,215.79,222.8
469.195,220.836,211.936,232.682,201.354,261.924
469.367,245.239,244.47,206.657,248.189,245.264
469.539,245.284,216.975,220.98,232.562,250.532
469.71,187.321,222.546,227.957,242.346,275.415
469.882,241.439,182.582,230.876,233.443,241.463
470.054,214.177,247.148,223.119,240.412,259.822
470.225,207.389,224.126,254.11,235.856,232.945
470.397,227.032,252.32,237.368,233.29,219.481
470.569,216.202,247.794,228.965,200.117,201.947
470.74,235.136,276.007,237.401,226.365,262.275
470.912,253.784,266.294,242.324,226.867,221.578
471.084,278.26,224.763,249.7,227.463,268.484
471.255,247.318,271.081,244.41,246.008,294.952
471.427,232.859,241.019,248.689,254.95,250.663
471.599,295.453,250.535,261.185,266.593,262.721
471.77,281.033,269.495,269.687,247.329,275.427
471.942,281.875,260.482,265.367,273.061,265.943
472.114,245.62,255.584,286.373,291.19,243.798
472.285,252.807,272.157,299.88,242.182,263.575
472.457,261.873,309.463,247.41,294.029,261.906
472.628,281.275,319.325,314.371,276.713,293.452
472.8,283.333,269.512,252.862,228.257,252.965
472.972,235.795,281.185,278.587,271.393,225.234
473.143,243.656,254.087,246.839,242.378,251.115
473.315,277.527,227.922,256.505,223.161,260.797
473.487,237.049,260.022,223.517,245.52,227.796
473.658,277.013,232.428,258.277,236.059,257.912
473.83,237.982,231.618,254.794,232.929,261.467
474.002,273.833,275.911,273.775,264.751,227.404
474.173,259.082,242.539,254.823,245.693,232.113
474.345,286.558,236.589,263.469,273.78,293.043
474.517,268.994,314.82,247.292,288.915,292.057
474.688,306.587,286.202,242.355,244.824,247.033
474.86,276.501,257.728,269.657,274.363,247.537
475.032,284.289,275.348,293.874,283.032,278.818
475.203,262.135,291.639,292.253,221.574,256.689
475.375,295.031,300.296,294.526,287.868,273.663
475.546,269.964,283.457,305.532,284.244,270.917
475.718,308.495,286.61,286.301,279.692,302.661
475.89,339.447,308.15,306.478,278.308,284.625
476.061,238.783,280.834,296.882,279.339,283.343
476.233,296.278,300.173,290.771,298.678,308.6
476.405,307.88,301.899,301.581,264.608,298.53
476.576,354.571,311.393,316.515,305.827,356.876
476.748,318.994,319.258,330.723,338.595,287.338
476.92,321.986,319.59,344.748,319.44,289.851
477.091,358.323,333.193,311.467,307.622,354.358
477.263,345.151,327.016,342.869,342.141,323.191
477.434,339.85,321.792,356.368,328.354,377.923
477.606,383.933,391.929,341.533,363.111,375.777
477.778,385.77,367.406,379.078,351.256,343.168
477.949,373.084,422.042,411.452,371.882,382.509
478.121,421.269,410.46,405.25,412.969,402.662
478.293,422.019,415.21,439.311,454.578,390.983
478.464,417.325,464.087,419.513,442.688,431.093
478.636,451.977,490.09,423.827,428.388,479.281
478.808,430.604,458.008,412.799,435.632,407.1
478.979,463.294,438.906,424.023,418.897,428.507
479.151,473.356,442.826,450.866,462.927,476.933
479.322,485.541,486.734,455.643,503.703,439.457
479.494,419.999,415.015,479.517,433.816,448.719
479.666,464.195,439.304,483.32,484.787,533.397
479.837,478.431,483.16,535.081,488.757,500.178
480.009,547.416,540.328,557.433,544.078,508.223
480.181,578.981,561.612,542.693,538.534,554.851
480.352,558.666,563.325,566.863,620.111,567.358
480.524,624.434,571.881,586.155,647.387,581.056
480.695,620.143,599.477,633.442,633.601,624.495
480.867,649.501,633.08,588.87,613.97,605.272
481.039,658.509,614.471,648.596,667.716,630.13
481.21,667.698,683.706,679.963,648.01,677.059
481.382,742.617,726.481,733.739,746.171,701.623
481.554,768.962,797.36,778.315,742.797,834.855
481.725,831.685,821.445,803.684,832.701,838.542
481.897,897.236,895.486,906.153,858.385,922.325
482.068,1008.94,1011.0,1007.69,934.455,942.366
482.24,1089.49,1051.79,1088.23,1065.54,1051.48
482.412,1150.14,1178.72,1168.68,1130.11,1145.16
482.583,1231.64,1217.93,1199.3,1207.33,1212.62
482.755,1263.08,1264.73,1382.13,1331.33,1311.6
482.926,1540.86,1530.74,1567.33,1532.63,1469.54
483.098,1742.22,1805.73,1774.84,1787.95,1785.34
483.27,2114.66,2138.59,2087.87,2173.85,2165.07
483.441,2891.76,2915.47,2915.51,2896.1,3031.25
483.613,3222.05,3213.32,3224.15,3302.36,3283.99
483.784,3621.08,3686.77,3621.94,3626.63,3697.18
483.956,4734.58,4713.11,4761.03,4628.65,4719.38
484.128,6716.03,6557.5,6567.47,6650.82,6647.81
484.299,9920.54,9875.26,9960.91,10074.7,10240.0
484.471,12921.2,12858.0,12900.6,12853.6,12782.1
484.643,15182.4,15139.9,15125.6,15269.7,15164.9
484.814,20423.3,20390.6,20464.2,20391.2,20379.3
484.986,16377.5,16379.5,16378.4,16378.3,16378.0
485.157,16377.5,16379.5,16378.4,16378.3,16378.0
485.329,16377.5,16379.5,16378.4,16378.3,16378.0
485.501,16377.5,16379.5,16378.4,16378.3,16378.0
485.672,16377.5,16379.5,16378.4,16378.3,16378.0
485.844,16377.5,16379.5,16378.4,16378.3,16378.0
486.015,16377.5,16379.5,16378.4,16378.3,16378.0
486.187,16377.5,16379.5,16378.4,16378.3,16378.0
486.359,16377.5,16379.5,16378.4,16378.3,16378.0
486.53,16377.5,16379.5,16378.4,16378.3,16378.0
486.702,16377.5,16379.5,16378.4,16378.3,16378.0
486.873,16377.5,16379.5,16378.4,16378.3,16378.0
487.045,16377.5,16379.5,16378.4,16378.3,16378.0
487.217,16377.5,16379.5,16378.4,16378.3,16378.0
487.388,16377.5,16379.5,16378.4,16378.3,16378.0
487.56,16377.5,16379.5,16378.4,16378.3,16378.0
487.731,16377.5,16379.5,16378.4,16378.3,16378.0
487.903,16377.5,16379.5,16378.4,16378.3,16378.0
488.075,16377.5,16379.5,16378.4,16378.3,16378.0
488.246,16377.5,16379.5,16378.4,16378.3,16378.0
488.418,16377.5,16379.5,16378.4,16378.3,16378.0
488.589,16377.5,16379.5,16378.4,16378.3,16378.0
488.761,16377.5,16379.5,16378.4,16378.3,16378.0
488.932,16377.5,16379.5,16378.4,16378.3,16378.0
489.104,16377.5,16379.5,16378.4,16378.3,16378.0
489.276,16377.5,16379.5,16378.4,16378.3,16378.0
489.447,16377.5,16379.5,16378.4,16378.3,16378.0
489.619,16377.5,16379.5,16378.4,16378.3,16378.0
489.79,20717.5,19725.2,19147.8,18077.6,21160.2
489.962,3540.74,2886.28,2641.83,1811.58,3922.1
490.134,410.709,445.797,413.842,390.051,453.337
490.305,402.589,363.138,346.182,388.205,356.569
490.477,384.977,379.015,353.769,366.878,385.076
490.648,376.403,402.575,356.968,391.555,374.97
490.82,348.471,364.937,357.29,372.213,385.741
490.992,362.904,347.07,345.49,377.59,355.012
491.163,322.926,365.064,356.681,354.92,342.693
491.335,345.238,322.75,363.081,345.089,340.055
491.506,337.005,299.655,341.27,358.45,368.175
491.678,325.966,338.217,317.378,336.393,339.289
491.849,307.941,373.955,296.379,324.726,331.372
492.021,324.73,324.178,327.814,351.367,341.57
492.193,321.462,315.608,352.437,332.611,329.849
492.364,364.566,359.111,326.382,337.02,341.773
492.536,368.859,355.517,343.806,349.191,350.941
492.707,386.872,346.937,373.855,358.988,335.992
492.879,358.254,359.186,377.405,375.666,384.873
493.05,364.206,409.007,412.642,333.589,344.983
493.222,381.765,385.302,376.306,370.12,380.388
493.394,376.54,342.478,370.693,316.462,382.977
493.565,373.665,372.747,347.056,336.79,322.187
493.737,326.701,307.676,318.681,323.243,315.718
493.908,300.914,305.18,295.12,320.356,306.193
494.08,257.121,307.102,273.588,275.525,285.922
494.251,252.91,256.064,278.772,232.189,275.455
494.423,230.171,220.536,249.279,277.881,258.032
494.595,227.845,220.355,210.352,208.274,246.671
494.766,240.357,240.219,228.455,250.443,231.724
494.938,220.802,222.119,233.732,205.309,238.847
495.109,228.724,209.886,219.683,224.571,243.494
495.281,223.628,210.283,210.919,223.505,222.274
495.452,210.55,241.913,208.838,258.795,188.677
495.624,222.073,230.657,225.104,226.678,220.735
495.796,229.871,247.214,245.654,186.42,238.724
495.967,245.689,224.486,217.115,235.401,238.537
496.139,212.681,217.651,259.537,199.053,205.492
496.31,215.046,223.277,231.537,201.838,205.705
496.482,228.583,187.696,197.416,230.65,193.402
496.653,212.792,235.593,215.829,226.873,234.021
496.825,201.944,203.276,208.163,213.648,227.107
496.996,178.745,180.432,251.03,203.89,209.166
497.168,243.426,189.286,237.479,185.705,212.051
497.34,207.893,218.202,223.832,196.293,210.884
497.511,170.751,175.696,215.409,221.685,212.862
497.683,199.731,209.975,206.998,204.621,234.422
497.854,176.982,191.939,192.538,184.767,217.623
498.026,203.642,189.275,187.724,182.846,186.991
498.197,170.941,201.266,185.037,195.178,175.713
498.369,189.69,181.141,162.289,185.36,202.879
498.54,175.142,152.863,180.287,181.478,162.024
498.712,213.557,175.59,201.547,187.017,164.73
498.884,194.876,154.691,201.406,174.552,207.773
499.055,168.641,181.792,182.031,143.462,185.595
499.227,181.034,179.178,205.296,160.011,186.475
499.398,172.9,161.795,187.259,187.731,166.623
499.57,162.928,179.869,167.681,207.162,177.235
499.741,155.641,180.69,179.85,167.933,165.318
499.913,187.034,196.893,200.67,190.134,202.425
500.084,154.373,180.425,174.995,170.168,164.733
500.256,178.452,165.658,168.35,161.753,159.494
500.428,185.588,192.846,184.701,209.147,187.453
500.599,176.848,192.931,183.315,170.093,182.938
500.771,194.914,142.222,197.16,180.887,193.296
500.942,211.233,215.71,206.175,195.859,185.289
501.114,192.359,208.281,184.19,186.037,187.629
501.285,170.415,220.008,205.18,194.805,202.705
501.457,178.836,168.34,167.148,218.812,179.659
501.628,167.049,207.433,185.171,190.118,204.482
501.8,164.888,191.291,194.622,181.511,153.183
501.971,139.972,153.443,169.91,155.825,168.494
502.143,164.097,150.545,149.006,172.685,153.481
502.314,160.858,153.234,163.09,130.057,146.141
502.486,156.345,132.361,140.538,145.856,145.02
502.658,109.977,148.005,145.083,143.464,151.972
502.829,111.012,120.968,122.529,137.091,147.957
503.001,176.723,173.942,145.87,147.359,152.04
503.172,157.677,166.978,140.558,153.11,173.703
503.344,145.904,168.844,156.69,142.411,140.896
503.515,175.772,138.412,174.567,144.525,135.13
503.687,140.582,141.26,135.976,136.426,137.303
503.858,147.041,146.02,145.51,128.262,135.944
504.03,116.557,127.559,143.251,130.612,158.379
504.201,147.395,132.316,141.74,119.592,131.432
504.373,117.73,115.71,147.014,124.781,126.665
504.544,138.222,157.751,147.816,140.86,149.792
504.716,119.323,146.517,120.173,155.632,150.047
504.887,145.15,145.158,169.045,147.463,164.6
505.059,150.814,128.576,147.955,162.899,132.74
505.231,155.32,140.756,140.582,125.778,143.254
505.402,135.634,128.255,116.299,139.282,156.291
505.574,124.401,131.136,154.764,157.888,114.14
505.745,149.817,146.48,118.068,124.223,129.788
505.917,183.633,154.512,141.93,133.324,156.295
506.088,138.345,119.076,145.521,137.302,138.817
506.26,144.496,152.937,121.765,157.243,168.886
506.431,156.91,132.246,138.4,129.492,151.707
506.603,153.038,150.4,155.225,139.291,136.468
506.774,163.015,167.032,157.268,154.732,146.995
506.946,143.842,173.111,137.718,129.52,150.29
507.117,131.542,139.877,137.694,122.555,143.611
507.289,161.121,151.897,154.683,125.634,132.44
507.46,145.44,130.049,116.036,146.72,164.654
507.632,103.321,127.434,140.083,141.503,140.033
507.803,137.272,146.542,159.487,139.209,146.946
507.975,129.617,149.657,143.886,139.732,154.963
508.146,163.776,150.04,154.767,143.695,146.172
508.318,133.424,166.351,121.917,153.882,155.354
508.489,132.487,126.377,157.126,136.043,125.787
508.661,144.889,95.2237,137.609,117.223,126.824
508.832,115.592,125.451,107.317,139.027,127.468
509.004,121.02,147.333,141.614,122.291,119.871
509.176,124.252,139.892,130.931,117.427,124.721
509.347,90.0753,119.347,105.191,127.661,121.995
509.519,140.068,147.897,142.526,153.887,130.562
509.69,126.858,124.372,141.274,140.404,121.835
509.862,134.229,100.566,115.459,131.638,105.431
510.033,121.403,122.799,121.932,115.949,127.951
510.205,104.991,118.243,111.608,132.214,112.19
510.376,137.219,119.431,115.046,136.566,105.074
510.548,118.156,137.352,140.614,125.456,128.476
510.719,134.498,115.264,124.236,110.998,112.11
510.891,117.119,120.428,134.211,106.279,120.772
511.062,121.46,114.279,126.758,123.993,118.433
511.234,126.314,116.586,118.578,132.027,117.562
511.405,112.884,134.84,101.717,116.989,101.969
511.577,110.613,116.73,119.626,127.884,136.831
511.748,103.581,99.9714,97.5318,112.987,110.632
511.92,117.346,119.693,128.221,130.194,120.634
512.091,93.8304,108.415,94.3649,96.6543,107.789
512.263,123.657,135.027,101.163,138.913,105.139
512.434,119.801,123.395,142.488,125.733,94.3741
512.606,115.91,94.5384,117.694,86.5799,100.774
512.777,92.5058,93.2941,121.049,101.536,107.91
512.949,97.718,96.3565,113.992,108.22,100.961
513.12,104.337,109.789,107.671,95.6403,103.871
513.292,131.829,116.873,116.615,127.516,112.218
513.463,105.572,105.444,105.802,96.324,97.7045
513.635,83.1827,104.96,102.541,135.025,120.362
513.806,111.848,112.962,114.838,90.1401,118.74
513.978,127.602,107.807,93.4041,110.094,111.775
514.149,114.211,105.829,104.951,109.94,97.2193
514.321,108.739,139.974,111.107,124.885,117.418
514.492,107.812,110.759,136.734,105.696,117.738
514.664,98.0671,108.314,120.823,109.956,100.663
514.835,107.635,102.705,103.943,101.003,125.956
515.007,99.5253,107.012,126.742,109.552,107.568
515.178,117.592,116.607,116.931,132.693,93.0364
515.35,109.349,122.231,121.651,93.0994,98.6602
515.521,115.046,113.469,132.726,110.869,114.309
515.692,108.071,104.421,126.254,103.323,97.4761
515.864,117.068,137.581,99.7285,114.421,125.283
516.035,113.317,119.217,88.2627,101.744,137.003
516.207,121.429,120.476,112.731,119.974,107.874
516.378,109.31,124.99,138.052,112.021,131.735
516.55,118.648,113.844,113.256,106.507,122.974
516.721,129.448,102.03,115.125,147.928,115.337
516.893,139.484,120.263,113.769,107.358,117.518
517.064,106.632,114.547,128.083,99.6129,114.454
517.236,145.637,121.186,105.882,112.437,129.036
517.407,118.263,133.786,133.191,160.261,137.208
517.579,137.588,152.229,128.168,139.982,115.172
517.75,112.699,136.107,160.405,127.099,116.384
517.922,113.261,123.812,119.691,135.644,129.301
518.093,127.611,136.094,117.015,137.342,97.2665
518.265,139.109,131.786,127.683,121.335,102.755
518.436,133.912,113.89,117.061,127.875,122.19
518.608,118.23,109.791,134.485,131.948,140.789
518.779,126.924,120.844,113.873,102.662,114.648
518.951,143.536,133.95,131.608,138.075,122.224
519.122,128.093,109.568,130.386,120.334,124.503
519.294,144.489,150.274,127.987,138.186,111.124
519.465,114.495,154.293,109.574,122.051,129.085
519.637,133.43,111.312,95.4725,119.12,115.784
519.808,131.123,129.402,113.233,93.9996,93.2494
519.979,96.1182,104.761,99.2655,120.345,114.417
520.151,127.27,104.443,115.546,113.338,112.877
520.322,73.6107,90.5199,101.075,97.4315,112.713
520.494,81.8559,74.4667,81.5603,73.0784,100.576
520.665,113.585,108.735,97.5278,95.8863,101.155
520.837,83.5213,89.8383,102.963,92.4549,77.4029
521.008,70.5743,77.7279,111.307,88.306,78.7285
521.18,73.1338,92.2652,82.2473,80.3282,75.3061
521.351,75.4434,90.5234,89.6277,80.0542,100.312
521.523,71.1725,71.2268,90.3085,78.0015,82.3265
521.694,99.5911,88.0612,114.555,108.136,86.4978
521.866,68.1147,100.291,96.2939,85.9423,79.5657
522.037,81.1347,89.6913,106.687,86.5998,82.4481
522.209,88.7796,90.8038,110.462,83.5045,93.4644
522.38,105.203,92.8653,84.3645,95.1401,95.2445
522.551,106.327,95.7132,107.453,91.8002,98.0817
522.723,89.8383,106.103,111.347,100.809,87.7856
522.894,94.6795,104.83,96.9257,112.412,90.6565
523.066,79.5125,88.8185,100.804,95.2759,84.4545
523.237,84.6446,74.8623,63.0013,79.942,77.5156
523.409,83.5522,66.4659,80.4628,94.5889,96.3786
523.58,82.2562,104.066,83.9371,109.649,96.0934
523.752,85.9944,96.6424,96.2986,87.4684,88.6804
523.923,83.2911,93.6093,78.329,97.7567,87.6223
524.095,86.3997,84.2542,108.365,87.317,70.7414
524.266,69.9647,83.8904,68.8717,97.7321,91.7392
524.437,95.6981,115.537,91.5323,65.717,85.3021
524.609,60.6542,98.2504,104.518,102.935,103.582
524.78,84.4506,101.73,86.4049,72.8854,99.3346
524.952,100.535,96.1877,83.9313,125.27,79.6692
525.123,99.3016,110.429,96.8353,88.9051,93.1395
525.295,89.0392,91.3384,101.773,84.9787,104.983
525.466,100.041,120.158,115.965,98.7629,97.2109
525.638,90.4614,86.9945,100.912,93.2976,120.287
525.809,117.751,98.5354,101.771,97.153,104.972
525.981,113.353,83.6282,113.645,107.643,105.255
526.152,115.385,124.287,114.028,125.106,107.038
526.323,113.683,123.377,119.734,123.366,108.663
526.495,111.059,130.092,129.738,105.938,105.483
526.666,114.019,120.167,104.963,114.385,102.103
526.838,108.784,101.217,110.999,112.439,102.942
527.009,105.522,103.449,83.1591,96.3343,104.616
527.181,119.882,94.1132,108.466,99.2718,113.802
527.352,101.142,86.2875,92.7319,99.8784,87.1749
527.524,99.4212,96.0129,105.152,88.6609,113.182
527.695,91.4638,86.3914,99.9479,104.656,92.4687
527.866,77.4111,80.2487,95.3973,82.4059,69.4352
528.038,100.293,75.7746,80.8263,76.291,92.8982
528.209,94.8925,87.6842,98.7227,97.9772,70.9205
528.381,103.281,88.4858,86.7664,101.482,60.3426
528.552,77.1681,95.7157,102.125,99.755,89.2768
528.724,85.4508,107.538,83.5834,107.514,113.297
528.895,89.7682,120.307,91.6883,72.1157,95.8765
529.067,81.7656,88.0832,94.9642,90.7341,91.8928
529.238,119.288,92.7359,72.9602,89.4706,82.009
529.409,96.6927,94.6829,101.836,95.9919,69.4771
529.581,77.5,110.475,85.8808,93.485,101.107
529.752,103.11,98.7084,81.4768,106.429,87.2456
529.924,93.5883,77.2779,75.5621,87.4912,90.812
530.095,89.266,97.9629,83.4327,98.4556,78.2395
530.267,90.7072,112.014,77.086,91.35,99.4694
530.438,101.881,94.3106,87.8067,88.9382,91.6832
530.609,105.765,91.9707,92.6707,81.7476,97.6461
530.781,89.0788,91.9004,98.7412,94.2647,89.2696
530.952,90.5144,107.951,83.6497,100.727,104.528
531.124,103.133,80.1377,123.403,80.8904,98.2685
531.295,108.488,97.1754,93.5995,72.8666,95.6136
531.467,84.5695,99.655,89.9463,97.2118,88.2272
531.638,82.9912,88.4636,89.147,106.742,107.353
531.809,85.8247,82.7954,102.612,87.2653,124.812
531.981,108.839,105.027,108.622,98.8808,81.9966
532.152,110.401,104.437,97.9388,96.4078,99.6819
532.324,109.509,113.908,120.931,110.153,104.413
532.495,132.979,91.4464,114.554,99.0458,110.737
532.667,116.266,121.201,118.7,115.319,105.325
532.838,100.996,115.34,106.297,140.714,123.219
533.009,116.661,105.178,120.682,105.391,130.357
533.181,101.538,106.197,115.053,99.5427,117.835
533.352,119.945,106.779,121.574,120.328,101.029
533.524,95.534,102.551,94.536,113.802,97.8325
533.695,88.9484,105.12,80.3565,99.2904,103.296
533.866,69.9094,93.7008,110.626,83.6702,90.3031
534.038,75.5331,83.3354,96.0935,59.3523,88.6092
534.209,80.7641,91.9319,82.653,77.7491,71.0257
534.381,77.9765,96.4421,68.638,88.0201,95.403
534.552,83.9839,77.3461,81.9418,70.9883,87.8511
534.724,80.7957,70.5307,68.3104,84.5767,86.7407
534.895,73.9225,77.7637,84.924,78.2143,66.565
535.066,72.5475,82.4127,86.9922,77.3774,94.1913
535.238,72.683,90.836,78.7311,105.859,62.9901
535.409,73.6706,88.4779,84.693,85.0168,75.1714
535.581,74.5265,83.0458,66.5275,85.8344,95.788
535.752,90.4766,71.9381,84.2942,86.9586,78.4433
535.923,89.2926,93.8967,62.4569,66.916,73.7108
536.095,94.6221,65.906,86.9424,74.0904,98.9523
536.266,106.291,71.485,78.6087,79.9672,68.368
536.438,81.7583,92.8705,76.3653,76.6873,81.6952
536.609,84.796,97.6193,83.5805,88.5298,103.263
536.78,77.9635,91.6066,83.4568,105.22,84.8785
536.952,79.1918,75.0436,103.411,87.8015,99.6843
537.123,82.895,80.7969,77.8224,60.651,83.0938
537.295,79.4871,79.451,84.6921,85.5222,97.6484
537.466,105.201,97.9381,88.773,80.3274,74.7242
537.638,69.1292,67.5584,85.0905,90.0193,85.7285
537.809,89.8942,79.3009,95.1121,84.1067,90.3503
537.98,90.9727,86.8231,82.8228,65.6686,85.7761
538.152,80.1847,100.41,94.6195,83.1394,85.7697
538.323,93.2707,102.434,75.4811,101.575,84.5378
538.495,85.5231,99.7942,83.0469,91.2762,88.5318
538.666,120.713,90.1318,86.9209,121.87,96.7205
538.837,92.9308,96.2178,100.637,81.6309,96.6907
539.009,101.907,100.37,96.659,96.4639,99.3172
539.18,100.769,108.361,90.2078,88.7457,104.266
539.352,58.5603,68.9382,89.8106,80.2399,94.2379
539.523,86.5607,72.1244,91.4529,95.561,77.1447
539.694,100.077,91.9663,85.7296,78.446,75.4687
539.866,89.4672,104.606,84.7577,94.6577,94.9695
540.037,88.2578,93.3045,80.2592,80.5699,85.6817
540.208,74.964,69.9068,85.9105,81.1691,74.6613
540.38,72.2925,84.1491,83.9854,77.4825,91.4204
540.551,73.6213,82.9273,95.8331,86.8399,87.9035
540.723,87.9454,90.2131,92.5722,74.4646,97.4831
540.894,77.6599,77.1678,83.2656,121.431,88.6445
541.065,76.5969,75.5994,89.2383,79.0025,109.185
541.237,74.3124,99.3846,89.1895,87.9932,91.5588
541.408,78.7168,81.2329,80.5612,93.6459,88.9424
541.58,108.311,109.827,111.643,116.43,101.792
541.751,108.198,104.743,125.947,110.836,91.4973
541.922,75.0759,106.707,89.6063,96.133,102.409
542.094,110.922,94.8066,102.575,99.6504,106.658
542.265,100.428,102.194,95.3158,101.325,102.122
542.437,99.2145,90.0758,131.532,110.521,89.2593
542.608,93.5558,98.7677,112.111,103.8,104.096
542.779,91.7714,78.5121,87.6865,91.6823,92.9642
542.951,97.3666,80.4596,100.911,79.8333,105.192
543.122,103.983,96.6119,98.8974,98.7053,85.4203
543.293,102.275,88.0771,106.555,91.3806,103.711
543.465,93.5282,90.8746,72.9993,88.0374,94.7188
543.636,102.564,86.5064,100.231,90.028,115.716
543.808,80.9718,85.1856,84.7476,101.672,89.4942
543.979,83.7277,73.0556,90.424,61.6915,88.3281
544.15,75.773,74.1396,60.8146,64.5133,73.7954
544.322,63.4362,66.6721,68.1907,79.2492,65.1124
544.493,54.9849,59.1826,49.0284,46.4102,50.3395
544.664,76.4084,69.221,75.313,71.0072,59.9142
544.836,75.4199,77.915,56.7039,71.4839,62.8345
545.007,73.4739,82.2303,85.1543,72.9213,62.124
545.179,61.2878,79.255,69.1396,60.247,86.6399
545.35,81.3154,83.5676,75.909,63.2244,70.4742
545.521,74.0507,62.8241,67.9116,76.6281,64.1532
545.693,87.8648,70.6832,82.2282,73.642,65.5252
545.864,89.5648,72.1644,83.9353,82.7876,78.9931
546.035,73.6484,78.5243,91.4379,69.7654,76.7265
546.207,73.8593,87.2624,83.719,82.5816,48.6793
546.378,76.404,97.4022,72.4982,88.6866,61.9037
546.55,94.998,75.7869,66.986,67.2744,57.7743
546.721,77.9605,59.0386,82.6075,70.2876,68.6597
546.892,73.7293,74.5563,71.9657,79.1179,70.6296
547.064,68.7605,68.4106,74.0862,82.6325,74.6413
547.235,73.1008,61.18,78.9003,88.6301,73.0803
547.406,62.5745,75.4229,85.0911,82.5477,65.3822
547.578,60.0927,90.2409,77.0121,71.1496,72.367
547.749,70.5961,93.077,94.025,75.2496,89.4005
547.921,94.1575,89.8205,68.9036,85.1726,75.0968
548.092,81.6081,96.9664,95.3286,69.6163,74.0973
548.263,75.1877,68.7983,85.1274,72.3422,72.1392
548.435,70.3177,78.6051,70.4607,75.39,84.0219
548.606,68.438,73.0194,91.2533,66.053,87.3574
548.777,79.5395,84.3477,80.8465,68.3005,86.7535
548.949,75.4888,82.6092,82.8341,68.0123,66.1825
549.12,72.4611,71.6827,74.9278,60.3378,78.9525
549.291,66.596,66.9847,84.7991,73.9644,70.5193
549.463,78.0656,92.9829,73.3738,86.097,65.8384
549.634,71.6798,79.4318,75.7363,76.4704,77.414
549.805,76.9776,86.118,86.0997,77.4029,91.9213
549.977,77.6324,76.1977,86.7369,82.8792,85.888
550.148,80.0835,95.8933,80.0037,74.7584,89.2746
550.32,78.0362,65.4061,69.7272,86.24,61.7893
550.491,70.2908,88.7673,88.0564,79.8667,81.0336
550.662,85.3248,81.6389,62.7054,77.5537,86.4581
550.834,76.1076,67.8658,69.2033,67.4248,93.6409
551.005,79.453,76.2325,57.3333,78.0633,59.6711
551.176,39.0888,91.1621,76.1753,78.0307,63.3254
551.348,81.5215,88.9557,74.6737,76.2992,63.6563
551.519,81.029,81.4563,74.8707,70.8498,81.9301
551.69,63.746,66.6553,66.164,69.3629,70.9593
551.862,81.0167,77.6227,77.5804,78.973,104.422
552.033,51.7511,70.6159,80.9115,81.1783,91.7595
552.204,73.921,86.8821,92.198,77.2611,75.2644
552.376,103.076,84.8136,78.078,89.7015,105.976
552.547,83.7417,77.4939,61.3792,76.5909,77.0517
552.718,67.4351,83.4138,70.7142,70.9763,72.7632
552.89,96.5795,73.499,96.7587,84.6949,67.5405
553.061,90.2882,88.114,84.9675,85.8868,98.6568
553.232,90.2057,87.5768,90.8244,87.5535,101.249
553.404,101.534,80.6073,93.553,115.864,85.8855
553.575,96.2449,100.012,101.266,93.382,87.8896
553.747,94.8889,91.6185,105.621,95.1079,114.463
553.918,86.5063,99.656,82.3197,84.3248,95.6951
554.089,86.3815,84.0171,80.2291,93.8138,85.0818
554.261,73.7264,92.9512,93.9648,81.7967,88.3425
554.432,95.666,89.1894,84.3262,78.7096,112.207
