?	Raw_E	Curve-2_E	Curve-3_E	Curve-4_E	Curve-5_E	Curve-6_E	Curve-7_E	Curve-8_E	Curve-9_E	Curve-10_E
nm	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u	s.u
783.578	58.2139	50.2479	48.8248	35.5058	49.6243	58.3891	45.3534	84.7895	41.8338	74.5729
783.75	65.9478	64.0893	38.5571	76.6869	42.5978	35.5341	44.0789	44.6825	51.3535	51.3711
783.923	21.222	61.8336	47.0944	27.644	63.3739	42.9909	34.261	38.8239	38.2981	15.9999
784.095	36.8332	15.0418	27.3744	36.7698	3.22971	40.6142	55.3536	36.0634	5.51514	54.3669
784.268	65.2966	37.6011	64.1479	32.5511	46.0972	55.2865	49.0188	26.0294	51.6551	36.0489
784.44	58.0701	19.2335	34.2632	32.7977	31.8241	44.3385	59.9433	37.188	26.4533	62.2392
784.612	37.098	22.6519	14.6545	45.4499	59.8776	43.8346	32.0029	36.2883	58.1477	26.6109
784.785	44.2056	48.0898	41.1839	54.7763	24.4159	23.7653	56.7295	30.164	50.6016	43.2453
784.957	67.5768	10.0076	28.8533	10.0868	50.3314	30.5409	12.4093	61.6043	25.7772	21.7186
785.13	39.9925	59.3462	52.7974	34.7485	19.0456	64.4325	53.2803	50.9563	62.2439	32.0256
785.302	32.1281	16.0987	39.4126	20.9783	36.2344	35.9411	28.8338	39.0443	29.3272	29.6825
785.475	40.5355	35.5883	5.86418	39.3463	27.3395	41.0335	29.8948	39.7151	0	57.2317
785.647	21.7726	60.3263	30.5345	26.1102	32.52	34.4388	43.1895	27.2151	38.8887	38.1371
785.82	6.657	22.6982	0	26.098	22.9193	7.52114	23.2635	36.4142	7.54311	58.3778
785.992	37.3969	46.4416	8.53929	18.499	26.3831	36.047	34.47	30.2994	37.1768	40.1136
786.165	41.2965	27.8175	34.1856	43.0528	4.78227	16.3033	55.3518	35.2935	46.6155	11.5119
786.337	48.8469	42.715	29.8393	22.801	37.4072	24.865	58.8675	17.975	20.4478	32.2905
786.51	12.0709	38.3249	25.0133	4.87999	34.1341	42.7608	27.3607	64.5498	34.2225	1.74173
786.682	60.1426	28.8013	43.1645	43.5515	11.1288	41.882	36.5295	31.9224	5.96926	52.7587
786.855	18.181	13.0212	39.1135	40.6332	0	26.9176	43.7328	30.081	23.9627	19.034
787.027	40.7533	54.4427	39.1018	26.2709	22.6737	19.2876	38.072	44.7635	43.9145	29.1298
787.2	34.2109	50.9552	45.812	30.6761	22.1479	41.1021	46.2937	57.929	52.5351	51.7283
787.372	30.1183	40.4282	35.6614	21.6457	33.5953	15.0116	50.9387	36.4117	37.4625	34.7563
787.544	39.1046	12.983	29.8479	4.82135	28.5408	16.4012	17.426	32.1164	44.1741	24.3882
787.717	58.3713	23.8544	49.4814	37.7249	31.4572	40.9582	54.5225	37.3137	16.3308	44.0154
787.889	62.3818	68.8965	43.6598	10.3197	28.325	53.3532	42.246	11.8072	45.4586	60.1939
788.062	42.8302	47.8288	55.5817	27.149	53.5155	41.3809	62.5129	63.9197	44.1043	39.8805
788.234	30.7338	49.8072	35.906	23.7572	25.8526	21.6678	42.0931	21.4426	41.8994	36.9005
788.407	34.7046	26.7757	31.8906	32.6739	48.8372	17.6572	9.93763	36.8246	41.3037	20.7168
788.579	48.5601	51.6554	40.7839	47.285	30.7178	24.6171	43.1703	44.2031	44.1223	44.066
788.752	50.0553	48.1955	41.1325	14.8597	41.7352	36.0128	13.7923	27.4023	31.1332	58.136
788.924	37.7775	17.867	34.1593	50.6686	17.5307	45.107	28.1248	47.9456	17.9783	55.8586
789.097	36.391	41.0103	49.7045	35.0858	6.00137	32.9559	49.0288	50.0764	50.7852	15.6271
789.269	48.9018	36.5242	45.2401	24.8005	2.23067	40.4343	34.9048	42.5218	69.1166	48.9547
789.442	26.484	19.8729	23.583	56.9229	47.8547	32.706	32.5834	37.5093	19.6398	0
789.614	24.8914	29.5108	68.4768	45.2686	57.5048	45.0613	55.0111	30.8837	25.7925	35.3989
789.787	18.8964	34.7318	16.7751	37.6949	22.835	63.4024	48.9703	43.447	39.1351	34.0308
789.959	36.8083	35.6073	61.8356	57.9925	77.6235	43.0384	51.0635	23.4053	49.3507	62.8509
790.132	39.8767	44.1084	41.2349	36.6195	37.235	43.7769	42.491	62.5408	70.2401	65.8964
790.304	46.2088	41.8975	55.3319	9.16302	27.2553	46.229	48.8234	48.3268	25.7547	8.5882
790.477	33.1879	72.7527	57.8422	8.17961	37.9199	54.952	51.722	39.5771	33.3131	41.3854
790.649	24.2789	52.2007	22.9175	28.7808	20.8563	64.3012	30.3888	13.9689	0	31.3127
790.822	70.6492	32.945	44.0497	37.4863	36.1641	60.9622	15.7968	46.7518	19.9084	29.9223
790.994	53.6077	53.544	74.4749	29.2466	43.9262	28.641	58.1744	97.8727	27.5835	52.8614
791.167	63.461	39.5133	53.8568	34.3334	59.6238	38.4197	51.2065	33.0979	80.4097	62.7076
791.339	55.7063	71.7247	68.4558	57.1032	61.6804	43.1226	74.4389	42.8866	52.6812	80.0975
791.512	82.0355	66.9015	87.7291	78.6925	68.6835	74.9079	87.8139	98.3745	50.1519	97.85
791.684	93.1595	70.4723	100.838	132.945	88.0959	76.9138	96.5691	109.918	92.0885	110.185
791.856	102.674	131.118	75.4302	95.7344	93.6243	111.383	104.499	121.467	89.6856	87.1908
792.029	92.8133	106.967	84.2267	101.362	102.827	76.8951	96.2266	85.7923	102.859	121.019
792.201	83.444	54.2907	95.5164	107.093	86.3082	112.42	113.876	105.823	91.5048	117.218
792.374	118.583	71.7532	93.2038	82.891	48.0743	62.311	93.6832	105.543	99.1528	109.005
792.546	79.8477	43.7348	82.7868	105.607	103.893	84.6004	88.0582	92.7452	93.9364	67.0605
792.719	99.0256	108.041	91.5758	84.0417	84.7255	91.3924	81.6656	77.9641	65.1712	90.2248
792.891	104.1	101.524	68.6631	43.1373	81.7989	102.059	107.119	56.2453	76.228	98.0929
793.064	63.3202	88.699	85.4213	81.4867	78.5755	61.6846	98.6756	82.6018	101.358	97.2457
793.236	107.231	107.845	112.577	98.2158	112.525	110.389	75.001	65.2824	74.4938	100.807
793.409	106.93	109.945	103.456	103.517	82.9525	89.2338	75.8601	137.121	93.0021	96.8865
793.581	120.802	74.6877	94.3563	80.73	101.161	84.5063	88.7955	68.9614	102.791	86.9555
793.754	103.613	117.118	130.795	136.515	101.684	118.896	99.7735	103.304	114.22	110.449
793.926	155.747	102.77	132.743	118.616	107.977	119.98	109.696	123.789	125.025	98.9233
794.099	146.711	80.3796	116.826	116.489	104.232	105.284	149.333	84.7661	125.327	120.726
794.271	125.333	121.018	107.577	98.3069	92.53	113.073	93.0295	99.0181	132.747	116.358
794.444	142.43	114.475	124.215	121.437	105.063	122.396	135.688	114.819	110.364	135.869
794.616	143.462	102.702	126.393	112.977	134.564	131.516	110.927	85.8856	91.232	131.553
794.789	128.177	167.091	111.135	93.6536	127.456	112.576	120.187	126.208	128.278	126.494
794.961	171.487	122.093	129.44	106.601	149.896	119.836	108.64	139.228	147.035	128.876
795.134	156.573	108.884	169.344	70.9313	108.855	109.487	131.817	113.733	90.4702	123.828
795.306	142.674	174.699	156.273	138.351	122.318	175.714	118.301	137.424	164.044	129.121
795.479	150.336	126.237	105.712	132.047	114.33	132.596	122.601	129.473	139.767	124.839
795.651	127.719	145.919	129.455	119.248	122.88	110.331	93.3085	114.194	122.467	95.5554
795.824	97.2673	124.976	129.513	98.26	89.9458	126.844	94.5333	97.7302	103.136	94.7241
795.996	127.444	102.373	125.468	91.3227	80.5331	98.0554	117.698	110.999	113.931	113.353
796.169	110.405	112.132	96.027	133.707	137.774	66.0832	111.378	91.8589	76.6212	122.313
796.341	106.241	84.2972	85.5626	103.082	72.7244	97.8159	74.8335	94.6558	83.9209	89.9716
796.514	103.953	72.7191	62.3289	69.0893	108.644	88.8101	93.6569	73.5455	71.1082	102.194
796.686	126.024	94.3654	111.912	88.6505	97.7736	122.97	112.389	123.548	113.188	106.334
796.859	113.418	123.049	96.7769	113.99	117.699	91.5647	107.694	114.693	125.618	117.499
797.031	155.801	136.549	121.517	125.799	104.815	99.1186	117.806	108.493	124.898	103.351
797.204	89.7338	89.3363	65.5438	99.0855	86.9135	136.422	121.213	98.5344	102.785	113.888
797.376	156.718	107.703	124.929	122.09	115.761	121.793	145.938	134.944	138.788	120.162
797.549	140.729	168.405	143.72	143.395	123.231	155.255	130.783	152.9	132.434	144.4
797.721	149.187	137.858	137.069	147.657	139.222	155.753	172.381	143.323	139.201	141.108
797.894	178.754	127.005	160.295	183.528	175.919	166.4	169.185	168.665	143.505	176.542
798.066	205.124	181.064	183.237	168.153	173.181	161.1	184.557	192.472	165.985	159.882
798.239	167.024	193.712	187.852	161.644	165.015	224.141	185.782	206.903	188.325	188.966
798.411	186.244	187.043	235.953	242.001	218.627	215.365	214.351	252.041	199.912	221.782
798.584	271.095	239.061	211.025	210.705	209.837	221.044	214.484	232.288	255.405	213.422
798.756	235.038	247.811	233.333	227.009	268.628	256.294	249.687	229.421	271.589	246.476
798.929	285.874	261.232	239.407	279.971	292.019	275.34	266.992	285.83	243.347	294.326
799.101	296.556	254.632	263.807	257.027	273.405	267.902	215.584	266.772	278.098	244.252
799.274	277.435	269.13	241.249	252.998	247.828	261.285	253.358	220.518	285.264	269.093
799.446	265.702	226.728	260.524	227.837	248.991	219.736	246.324	264.357	257.574	296.619
799.619	251.17	294.207	260.667	271.575	256.471	228.078	267.186	248.097	279.731	269.139
799.792	307.234	274.671	268.751	262.384	269.741	307.881	306.41	300.694	291.308	297.126
799.964	300.309	303.197	272.149	301.723	325.989	320.446	297.747	301.983	301.247	290.179
800.137	324.454	326.902	322.271	324.13	312.85	302.506	299.724	277.04	299.763	339.484
800.309	354.006	345.13	341.801	318.849	353.697	350.725	307.01	311.705	318.374	335.978
800.482	369.386	366.592	375.038	337.651	330.257	367.403	310.958	347.939	388.21	358.3
800.654	400.1	370.614	365.533	348.17	337.7	363.126	350.267	372.472	330.204	376.301
800.827	414.907	362.066	387.682	407.989	373.367	382.197	382.893	384.992	350.054	399.8
800.999	408.227	383.802	370.784	388.96	379.313	391.245	398.984	388.768	365.161	390.864
801.172	440.019	419.496	447.036	428.203	433.535	400.936	364.14	450.064	474.487	428.786
801.344	454.432	469.193	482.168	425.869	428.552	443.146	442.963	466.236	444.353	463.046
801.517	465.335	443.893	410.074	442.457	399.208	429.286	438.378	446.236	487.924	417.861
801.689	519.049	432.543	460.611	426.244	443.539	443.134	434.102	512.749	481.066	479.026
801.862	475.54	462.924	441.465	449.114	454.902	475.713	439.73	441.404	441.127	486.822
802.034	530.801	514.143	497.059	457.3	472.419	466.688	475.811	493.451	477.662	478.719
802.207	574.642	470.081	505.796	487.739	504.653	484.266	484.967	519.493	535.2	525.16
802.379	564.129	459.683	505.308	468.501	429.826	490.389	503.557	478.98	474.707	486.446
802.552	494.989	461.196	428.371	451.295	435.275	502.287	488.251	462.253	439.657	516.198
802.724	528.399	479.655	500.523	508.742	458.583	485.941	462.43	448.885	475.984	473.898
802.897	451.964	454.333	413.163	397.105	447.154	430.489	437.499	459.469	483.981	438.659
803.069	506.497	443.348	421.02	429.758	416.734	427.562	430.981	431.794	452.782	455.189
803.242	496.111	469.228	458.227	430.475	481.403	435.041	477.153	466.711	427.304	450.409
803.414	472.347	446.747	391.524	443.096	433.7	449.025	430.788	435.208	453.903	423.833
803.587	498.558	443.275	392.268	452.783	440.616	448.759	467.621	433.041	470.921	470.611
803.759	446.374	410.562	412.657	449.16	439.707	477.385	424.942	420.764	432.336	422.484
803.932	440.591	422.03	392.764	412.923	388.466	411.163	373.691	422.238	417	380.777
804.105	403.901	401.254	371.1	400.781	377.705	412.649	434.252	405.548	402.584	433.611
804.277	366.679	349.88	352.446	361.266	354.067	333.066	377.984	379.262	318.87	349.087
804.45	344	382	334.286	359.599	347.352	385.716	340.703	344.73	365.99	353.322
804.622	335.016	335.055	341.774	344.23	311.8	308.542	303.299	303.21	313.521	326.025
804.795	326.554	327.964	313.134	320.181	317.992	313.81	303.516	279.575	286.229	282.691
804.967	344.855	326.441	262.264	312.65	262.546	326.979	283.007	292.133	273.485	305.86
805.14	373.302	317.603	321.144	312.565	308.072	300.18	298.133	313.241	280.788	291.045
805.312	324.046	323.579	302.174	334.721	284.429	329.678	306.346	319.671	304.657	354.264
805.485	370.152	297.469	325.578	309.087	301.801	292.466	337.622	294.948	304.919	327.722
805.657	384.356	328.098	347.033	308.639	310.16	335.633	328.917	358.572	343.958	306.897
805.83	386.246	331.32	352.604	336.5	367.798	365.382	323.302	353.454	374.648	334.29
806.002	413.645	399.608	343.526	369.361	314.453	347.941	375.25	393.821	351.172	342.421
806.175	413.933	348.493	387.155	323.814	383.269	350.94	383.89	393.145	374.262	410.337
806.347	458.386	390.181	389.14	376.25	339.505	383.289	379.342	368.051	345.909	360.959
806.52	372.998	371.992	360.642	381.931	405.99	371.176	435.21	412.145	375.371	389.545
806.692	421.224	421.16	397.638	428.275	404.522	456.418	405.137	404.114	386.115	386.69
806.865	424.95	389.091	428.073	393.431	387.461	449.942	402.657	434.579	409.443	445.787
807.038	376.829	320.443	407.861	429.808	416.724	391.999	439.545	398.789	452.52	414.309
807.21	451.676	463.869	422.623	393.472	387.951	422.367	392.803	432.002	454.538	398.785
807.383	506.983	439.791	447.747	429.986	423.055	422.452	448.691	431.126	450.312	463.165
807.555	497.107	512.203	422.161	411.885	451.096	453.803	451.199	435.88	479.51	461.029
807.728	452.786	444.002	436.781	406.344	453.441	448.01	493.744	452.489	422.641	483.524
807.9	430.79	392.971	448.894	445.728	473.409	416.317	401.619	442.048	442.376	453.541
808.073	495.516	505.487	483.118	455.614	467.007	437.621	477.265	478.644	425.978	455.706
808.245	483.964	444.916	424.334	462.831	444.409	467.731	387.512	485.076	448.638	470.769
808.418	457.369	414.156	398.909	419.357	427.48	432.167	417.131	403.737	403.123	416.483
808.59	490.558	454.933	484.806	447.28	440.57	500.426	459.934	482.712	430.43	495.557
808.763	524.804	437.348	467.276	459.551	493.147	471.476	515.526	477.124	464.573	453.16
808.935	496.605	498.728	462.831	458.576	440.346	519.507	496.275	482.708	474.612	481.636
809.108	465.872	454.489	499.082	490.822	493.081	479.794	512.554	464.462	436.854	496.4
809.281	501.624	469.696	458.763	497.559	500.322	453.473	514.305	448.64	445.538	443.061
809.453	508.937	467.265	484.972	491.762	487.503	466.069	509.09	506.498	456.088	489.319
809.626	525.633	506.017	485.42	436.69	458.175	479.578	480.333	458.039	488.251	480.187
809.798	502.275	470.779	498.375	401.98	476.541	467.054	449.498	498.259	458.506	500.226
809.971	491.768	499.974	471.957	485.534	447.435	458.351	431.974	446.237	433.373	495.838
810.143	493.293	467.572	485.73	458.741	462.652	445.833	477.453	454.237	456.752	457.773
810.316	515.911	445.632	466.465	492.049	468.09	505.941	473.646	464.276	496.252	467.829
810.488	514.534	445.074	469.601	475.575	430.311	438.218	465.923	442.538	460.107	441.958
810.661	445.792	511.087	445.928	490.802	431.493	466.889	496.177	438.544	451.464	494.488
810.833	507.683	493.112	512.487	441.18	460.181	425.041	464.193	443.373	429.842	469.765
811.006	480.008	424.153	444.484	411.16	420.784	472.098	474.93	457.284	444.829	463.423
811.179	482.166	476.957	439.878	482.063	420.813	453.549	482.255	486.839	501.797	506.956
811.351	452.309	447.627	456.069	460.994	412.73	404.602	412.086	453.362	452.279	437.793
811.524	469.825	424.809	475.654	395.783	412.65	434.507	403.732	465.19	405.679	485.293
811.696	448.087	431.657	432.324	469.045	435.979	407.896	429.196	414.746	397.743	435.733
811.869	481.111	436.583	445.431	429.312	447.021	475.344	438.73	443.776	456	462.654
812.041	438.826	401.072	411.42	430.572	400.746	465.756	416.992	400.58	408.681	431.147
812.214	457.541	411.289	426.169	417.779	388.562	425.878	393.059	397.563	422.418	405.127
812.386	396.808	376.037	390.887	365.243	416.315	376.377	386.783	443.587	420.15	410.509
812.559	446.236	375.935	396.804	385.414	344.69	414.74	403.852	393.652	356.616	391.558
812.732	420.47	391.126	387.187	367.164	307.121	374.732	371.939	356.656	384.965	357.094
812.904	417.235	402.569	360.052	386.195	369.223	395.293	362.042	412.218	395.898	406.059
813.077	402.37	405.465	385.755	361.6	327.812	405.301	392.835	363.769	402.349	367.77
813.249	383.251	356.305	362.035	389.279	382.443	403.494	409.853	395.522	379.666	405.638
813.422	376.671	403.273	365.586	386.808	382.506	377.05	349.695	403.807	424.188	378.182
813.594	376.677	350.079	380.931	391.943	367.166	341.74	399.823	385.419	381.771	353.621
813.767	420.579	379.104	342.373	414.343	339.355	356.42	413.521	399.619	363.19	417.479
813.939	453.697	381.328	405.604	361.215	378.461	308.813	383.486	363.909	368.468	415.171
814.112	417.69	384.227	410.12	300.768	388.571	379.973	385.368	366.768	413.545	383.687
814.285	393.135	383.848	365.465	384.28	383.564	355.895	382.931	335.98	400.834	366.31
814.457	370.742	328.749	348.091	344.222	353.87	387.673	388.439	340.198	383.659	370.176
814.63	450.273	391.496	381.29	439.251	414.638	405.413	358.891	394.156	411.265	449.699
814.802	448.942	430.596	410.439	465.009	420.979	422.663	437.526	442.675	429.07	495.336
814.975	486.925	424.6	442.066	420.384	416.543	439.146	398.074	462.859	454.46	502.549
815.147	489.847	471.863	465.25	448.191	485.345	516.464	437.326	454.605	501.372	481.885
815.32	509.415	469.705	460.438	457.037	515.979	463.823	519.485	497.249	480.345	458.666
815.492	499.566	492.562	522.922	423.335	428.455	431.714	454.685	452.502	473.627	473.056
815.665	474.828	432.821	441.014	459.327	437.44	411.029	448.897	459.426	481.671	423.338
815.838	536.709	434.325	485.423	428.509	443.18	430.02	445.098	402.651	451.906	518.077
816.01	451.975	417.409	460.018	429.07	403.488	449.115	441.418	473.653	437.632	428.583
816.183	514.029	459.33	455.336	459.87	407.802	439.135	436.203	463.147	464.196	481.629
816.355	414.596	417.098	446.489	436.188	463.583	400.603	388.131	462.783	439.987	491.874
816.528	452.143	422.777	484.101	446.163	432.728	478.477	446.859	474.407	410.141	456.826
816.7	521.189	469.429	480.855	442.327	446.958	541.179	453.129	483.379	464.759	483.856
816.873	483.612	446.732	444.861	480.278	472.674	461.041	463.948	447.917	442.594	439.882
817.046	481.63	460.6	415.444	460.641	466.37	492.619	453.318	467.679	428.136	462.282
817.218	460.576	471.637	375.329	463.106	428.083	476.967	453.065	447.096	460.522	450.8
817.391	455.639	429.009	460.555	404.832	432.713	444.609	417.375	467.957	470.13	478.144
817.563	496.275	478.747	428.805	442.627	490.578	475.486	447.097	501.598	419.499	460.487
817.736	502.081	501.291	492.939	479.726	500.704	433.622	469.047	457.615	498.774	474.885
817.908	482.898	453.813	452.504	461.525	436.392	414.666	449.705	464.319	464.895	512.656
818.081	494.788	438.198	445.551	489.747	437.073	489.105	469.307	468.159	411.848	461.067
818.254	476.938	486.453	439.474	391.407	447.828	501.13	392.092	452.921	430.118	422.969
818.426	457.892	509.522	521.885	505.814	452.132	457.058	429.426	441.934	429.95	395.426
818.599	491.999	482.364	462.423	475.366	486.77	437.965	495.238	448.016	471.093	482.517
818.771	495.577	486.503	435.349	477.864	504.597	435.02	442.386	468.072	467.569	471.861
818.944	515.753	456.081	441.598	450.724	451.715	465.996	489.319	445.295	445.345	439.205
819.116	497.321	459.539	443.379	464.09	436.45	467.277	488.999	479.023	472.468	492.746
819.289	508.434	435.651	475.28	478.383	424.654	398.093	469.66	461.304	456.941	431.405
819.462	478.143	445.67	428.883	460.783	453.489	440.175	407.199	423.193	390.59	499.002
819.634	386.534	358.256	373.711	351.196	328.247	365.566	394.806	362.402	375.302	353.996
819.807	385.671	326.172	295.904	341.974	302.3	332.923	305.287	397.784	276.307	357.04
819.979	397.255	313.364	312.097	277.716	331.418	359.934	361.297	353.954	331.068	368.48
820.152	380.509	335.052	336.605	306.014	294.688	324.445	330.876	351.074	296.583	330.779
820.324	352.564	345.872	328.778	341.021	284.382	281.473	366.012	298.629	339.463	282.751
820.497	453.587	374.894	343.038	347.937	338.808	329.655	419.446	383.115	390.018	411.984
820.67	458.456	431.363	396.131	436.705	421.352	365.201	407.352	397.099	427.783	438.407
820.842	453.626	425.268	405.258	411.312	444.806	425.379	458.601	415.896	430.219	464.763
821.015	478.817	495.935	420.28	469.495	451.829	422.203	438.349	478.051	468.501	466.087
821.187	493.311	479.687	447.083	425.215	394.941	444.451	390.52	430.949	437.334	457.145
821.36	487.781	383.321	425.253	446.073	446.584	470.355	402.419	429.064	435.42	385.85
821.533	424.686	420.752	420.652	427.869	388.457	402.617	403.428	466.691	445.127	425.014
821.705	423.859	457.589	479.177	409.921	429.276	426.89	425.99	416.801	448.876	420.191
821.878	463.085	478.031	472.784	447.353	431.251	436.871	407.289	434.188	401.62	437.023
822.05	442.488	427.552	403.889	366.302	439.897	409.86	502.141	456.64	403.845	445.104
822.223	441.684	410.726	458.848	437.992	389.744	412.582	388.72	431.705	372.718	385.188
822.395	426.249	422.815	418.71	425.996	362.08	398.787	454.274	440.406	437.082	457.64
822.568	445.696	420.433	441.043	382.226	394.83	397.583	465.066	417.883	396.745	424.748
822.741	397.473	441.204	476.207	381.694	407.535	452.271	418.58	423.7	445.107	401.24
822.913	481.572	475.25	472.871	426.017	429.438	433.343	476.211	422.007	466.493	489.95
823.086	444.096	492.01	480.397	424.79	438.611	390.57	427.752	417.306	435.911	450.755
823.258	523.38	452.322	461.499	446.863	426.612	461.718	434.228	439.95	423.909	421.433
823.431	457.302	460.183	381.748	489.55	431.466	522.474	428.075	451.825	452.55	441.926
823.604	485.645	474.582	457.101	501.065	503.367	485.788	433.739	453.438	456.489	486.526
823.776	490.401	414.064	402.953	467.998	457.495	406.084	468.645	480.823	453.598	479.048
823.949	514.555	440.465	405.439	508.452	425.058	433.062	430.386	450.74	426.403	514.85
824.121	524.376	489.836	457.068	446.36	438.748	473.654	439.992	472.086	437.172	460.954
824.294	529.49	437.118	441.171	474.289	468.433	480.539	441.046	451.51	456.924	504.071
824.466	517.857	506.712	530.619	439.326	505.888	505.726	469.756	487.223	487.962	410.692
824.639	583.172	468.431	492.388	427.839	485.754	482.66	461.836	466.463	453.164	481.65
824.812	546.953	461.018	486.284	463.166	518.439	481.799	450.284	451.995	468.039	475.493
824.984	568.318	540.541	468.657	496.75	445.499	488.906	516.243	502.641	506.935	491.425
825.157	503.747	511.925	457.411	431.75	491.015	484.296	473.275	530.11	489.404	453.055
825.329	484.328	488.952	434.257	440.619	440.634	468.965	435.904	412.068	421.175	442.373
825.502	479.877	465.426	407.625	409.831	453.959	472.219	383.644	416.377	419.549	489.077
825.675	420.348	430.343	376.643	392.582	360.371	469.382	377.697	439.725	401.717	418.217
825.847	449.798	457.413	440.684	440.509	423.178	424.147	438.748	451.266	419.746	445.263
826.02	454.417	472.257	480.105	481.133	475.157	436.47	468.547	503.942	451.282	463.675
826.192	519.396	491.557	494.002	433.714	459.596	512.857	423.524	460.746	486.201	537.075
826.365	511.342	480.359	499.119	475.411	468.811	480.63	561.132	517.632	510	532.704
826.538	566.135	467.6	505.053	512.12	381.853	507.082	456.645	506.668	502.658	469.852
826.71	495.554	423.474	460.369	492.208	428.228	471.46	462.637	457.154	466.428	470.425
826.883	530.355	482.46	448.104	505.28	486.606	436.25	449.767	498.616	483.135	528.179
827.055	485.495	507.659	470.821	470.65	493.677	455.315	479.745	430.1	504.714	536.538
827.228	512.467	472.156	494.084	472.663	442.959	471.23	454.464	424.056	484.396	477.477
827.401	464.337	433.678	476.941	425.067	454.926	405.988	454.281	462.751	455.071	434.147
827.573	462.139	431.433	391.917	418.552	414.951	393.964	448.412	431.31	449.815	435.562
827.746	478.796	417.575	448.748	391.272	421.202	436.774	421.768	424.161	447.561	458.29
827.918	438.391	454.083	401.304	402.986	413.51	403.368	430.66	413.397	411.801	394.325
828.091	441.696	398.306	375.637	417.333	388.473	442.337	462.27	404.978	410.769	417.896
828.264	485.245	385.823	434.873	384.55	368.529	429.519	412.413	334.954	382.285	440.231
828.436	453.38	444.39	406.146	401.037	418.443	389.658	420.833	386.136	440.232	436.87
828.609	464.633	387.962	381.886	441.303	445.732	411.893	417.712	450.559	376.977	448.07
828.781	487.571	404.514	408.38	362.829	439.405	439.692	346.65	441.128	410.305	410.651
828.954	444.685	393.287	379.108	429.372	402.073	429.747	377.072	402.55	442.659	421.841
829.127	408.207	428.38	411.1	439.555	371.848	380.843	392.895	446.964	421.111	452.556
829.299	486.838	364.469	440.317	408.884	443.39	387.988	458.287	433.222	421.616	416.953
829.472	486.286	425.502	447.444	363.193	444.889	352.978	388.72	390.546	427.572	407.36
829.644	461.864	417.617	422.786	462.106	430.254	451.2	417.601	438.862	427.868	420.689
829.817	477.1	407.857	433.677	427.89	469.305	422.629	417.855	392.773	413.087	494.18
829.99	508.78	422.321	426.253	463.792	429.349	442.806	439.898	358.824	423.814	437.97
830.162	500.242	436.909	410.651	428.748	459.06	386.331	433.127	455.109	445.963	416.724
830.335	462.763	362.106	403.258	374.739	386.199	426.804	417.581	392.953	405.857	397.365
830.508	408.782	413.406	397.778	417.236	367.392	434.046	395.702	408.943	410.509	472.185
830.68	416.678	335.653	419.592	425.79	420.838	416.639	395.936	352.12	416.506	440.943
830.853	386.141	425.061	336.977	374.938	337.591	368.952	428.885	414.238	384.698	407.253
831.025	391.372	436.764	409.577	385.227	362.425	409.16	457.805	384.511	378.456	408.719
831.198	389.422	369.724	376.983	353.159	399.382	421.368	409.438	372.917	381.562	403.644
831.371	503.96	446.531	427.556	374.317	473.612	433.533	413.934	408.778	430.213	500.902
831.543	468.42	391.743	418.849	407.185	414.365	472.203	394.335	389.816	448.396	462.159
831.716	428.729	410.259	374.559	351.965	353.391	306.136	387.841	375.615	415.077	378.186
831.888	362.088	378.879	398.308	439.147	368.851	410.053	409.005	432.019	390.724	410.252
832.061	358.852	439.428	420.996	408.629	401.053	425.078	404.069	381.504	400.506	405.326
832.234	427.374	419.157	405.259	394.846	371.233	415.752	396.722	410.168	362.986	427.509
832.406	402.577	416.855	359.806	426.607	390.71	412.161	429.128	414.931	428.139	411.075
832.579	482.7	378.296	407.568	449.366	378.552	390.37	383.505	419.596	355.422	388.636
832.752	449.404	435.933	401.926	418.594	384.495	430.583	437.923	384.892	423.366	389.423
832.924	411.093	409.233	366.694	346.459	345.323	391.554	409.941	379.43	363.57	344.424
833.097	421.012	423.687	376.504	412.768	431.782	420.921	417.902	393.169	390.924	434.125
833.269	423.99	424.046	394.958	414.403	405.44	479.355	428.035	381.671	358.543	393.428
833.442	369.68	435.287	402.79	441.35	463.169	432.518	367.832	384.191	345.22	422.236
833.615	460.424	482.724	496.103	437.708	382.893	457.697	425.194	410.758	443.86	353.813
833.787	453.362	396.203	381.383	446.326	432.708	396.063	424.556	389.687	436.731	438.996
833.96	459.523	432.428	424.151	432.617	358.8	425.693	445.086	435.142	426.278	435.157
834.132	499.712	414.897	404.618	403.17	418.607	439.289	392.48	523.626	459.093	381.864
834.305	460.7	426.687	400.378	448.222	423.117	422.582	505.414	444.763	417.189	486.749
834.478	446.99	427.654	558.446	465.142	455.366	456.164	482.351	411.767	482.057	481.673
834.65	504.753	448.3	479.83	487.011	408.212	454.823	498.204	492.198	484.629	498.854
834.823	529.816	465.704	474.723	465.929	490.833	449.584	443.807	434.434	546.288	503.189
834.996	471.418	446.754	419.797	515.533	430.535	427.34	434.225	499.43	463.221	489.463
835.168	507.39	510.68	467.623	453.483	424.985	508.574	427.342	448.011	460.438	497.44
835.341	447.738	477.714	466.715	443.246	405.431	411.563	467.164	470.469	380.812	416.45
835.513	492.713	450.514	431.465	458.105	469.693	417.638	444.624	450.614	467.081	483.411
835.686	402.661	460.069	386.92	423.55	463.185	439.924	446.166	464.844	411.803	383.35
